user_id,bags,avg_hotel_nights,trips_booked,flights_booked,return_booked,hotels_booked,packages_booked,cancellations,f_discount,h_discount,total_sessions,avg_room_price,avg_flight_price,avg_flight_discount,avg_room_discount,f_discount_per,h_discount_per,avg_clicks,session_in_seconds,avg_distance,trips_ratio,trips_per_click,clicks_per_session,cancellations_ratio,flights_ratio,hotels_ratio,packages_per_session,f_discounted_price,h_discounted_price,return_ratio,f_discount_ratio,h_discount_ratio,package_per_trip,bags_per_flight,price_per_km,discount_per_km,clusters
516287,2.0,8.0,3,3,3,2,2,1,2,2,9,61.0,2404.81,,,0.15,0.1,21.89,290.55555555555554,20215.0,0.33,0.14,2.43,0.11,0.33,0.22,0.22,2044.09,54.9,1.0,0.22,0.22,0.67,0.67,0.1189616621320801,,0
516290,0.0,4.333333333333333,3,2,2,3,2,0,1,0,8,188.67,389.97,,,0.15,,22.25,164.375,1510.0,0.38,0.13,2.78,0.0,0.25,0.38,0.25,331.47,,1.0,0.13,0.0,0.67,0.0,0.2582582781456954,,4
516296,1.0,6.0,2,2,2,2,2,0,3,1,10,97.0,238.91,30.24,,0.0833333333333333,0.15,13.4,99.7,1298.0,0.2,0.15,1.34,0.0,0.2,0.2,0.2,219.0,82.45,1.0,0.3,0.1,1.0,0.5,0.1840600924499229,0.0232973805855161,4
516301,5.0,1.75,6,6,6,5,5,1,2,1,8,108.0,1769.6,,,0.3999999999999999,,28.63,458.75,6125.0,0.75,0.21,3.58,0.13,0.75,0.63,0.63,1061.76,,1.0,0.25,0.13,0.83,0.83,0.2889142857142857,,3
516340,,6.0,1,0,0,1,0,0,0,1,9,62.0,,,,,0.1,11.11,82.11111111111111,,0.11,0.09,1.23,0.0,0.0,0.11,0.0,,55.8,,0.0,0.11,0.0,,,,1
516351,2.0,3.333333333333333,3,3,3,3,3,0,0,0,8,138.33,260.85,,,,,14.38,107.125,1541.0,0.38,0.21,1.8,0.0,0.38,0.38,0.38,,,1.0,0.0,0.0,1.0,0.67,0.1692731992212849,,2
516368,6.0,,2,2,2,1,1,1,2,1,8,,1200.2,,,0.1,,36.0,81.125,1730.0,0.25,0.06,4.5,0.13,0.25,0.13,0.13,1080.18,,1.0,0.25,0.13,0.5,3.0,0.693757225433526,,3
516375,2.0,2.0,5,5,5,5,5,0,4,3,9,181.4,357.62,50.55,17.0,0.1625,0.1,20.44,152.22222222222223,1932.0,0.56,0.24,2.27,0.0,0.56,0.56,0.56,299.51,163.26,1.0,0.44,0.33,1.0,0.4,0.185103519668737,0.0261645962732919,2
516418,1.0,4.0,3,2,2,3,2,0,1,1,8,107.67,606.76,143.84,10.15,0.15,0.05,18.75,140.0,2148.0,0.38,0.16,2.34,0.0,0.25,0.38,0.25,515.75,102.29,1.0,0.13,0.13,0.67,0.5,0.2824767225325884,0.0669646182495344,4
516420,1.0,0.5,2,1,1,2,1,0,0,0,8,190.5,616.02,,,,,15.25,113.875,3488.0,0.25,0.13,1.91,0.0,0.13,0.25,0.13,,,1.0,0.0,0.0,0.5,1.0,0.17661123853211,,4
516433,0.0,,1,1,1,0,0,0,1,2,9,,191.33,,,0.1,0.125,7.67,57.888888888888886,1069.0,0.11,0.13,0.85,0.0,0.11,0.0,0.0,172.2,,1.0,0.11,0.22,0.0,0.0,0.1789803554724041,,1
516456,1.0,0.6666666666666666,4,4,4,3,3,0,1,2,8,148.33,485.15,12.23,5.1,0.05,0.1,20.63,154.0,2705.0,0.5,0.19,2.58,0.0,0.5,0.38,0.38,460.89,133.5,1.0,0.13,0.25,0.75,0.25,0.1793530499075785,0.0045212569316081,2
516507,0.0,5.0,2,2,2,2,2,0,2,1,8,177.0,442.53,,,0.35,0.1,19.38,144.625,1658.0,0.25,0.1,2.42,0.0,0.25,0.25,0.25,287.64,159.3,1.0,0.25,0.13,1.0,0.0,0.2669059107358262,,4
516516,1.0,4.0,1,1,0,1,1,0,2,2,9,254.0,363.17,,,0.075,0.075,14.0,105.55555555555556,2226.0,0.11,0.07,1.56,0.0,0.11,0.11,0.11,335.93,234.95,0.0,0.22,0.22,1.0,1.0,0.1631491464510332,,4
516528,2.0,4.333333333333333,3,3,3,3,3,0,1,0,8,285.33,504.45,164.27,,0.25,,15.5,115.375,2882.0,0.38,0.19,1.94,0.0,0.38,0.38,0.38,378.34,,1.0,0.13,0.0,1.0,0.67,0.1750346981263011,0.0569986120749479,2
516543,1.0,6.0,1,1,1,1,1,0,0,0,8,271.0,617.12,,,,,9.38,70.0,1590.0,0.13,0.11,1.17,0.0,0.13,0.13,0.13,,,1.0,0.0,0.0,1.0,1.0,0.388125786163522,,4
516556,0.0,3.0,1,1,1,1,1,0,0,1,8,241.0,313.91,,,,0.05,12.88,96.125,1601.0,0.13,0.08,1.61,0.0,0.13,0.13,0.13,,228.95,1.0,0.0,0.13,1.0,0.0,0.1960712054965646,,4
516561,2.0,2.0,2,2,0,2,2,0,3,2,9,158.0,194.45,53.84,,0.1833333333333333,0.175,12.56,93.11111111111111,2113.0,0.22,0.16,1.4,0.0,0.22,0.22,0.22,158.8,130.35,0.0,0.33,0.22,1.0,1.0,0.0920255560814008,0.0254803596781826,4
516571,1.0,4.0,4,2,2,3,1,0,0,2,8,211.33,1561.67,,27.5,,0.125,11.25,83.875,3835.0,0.5,0.36,1.41,0.0,0.25,0.38,0.13,,184.91,1.0,0.0,0.25,0.25,0.5,0.4072151238591917,,4
516578,1.0,4.25,4,4,4,4,4,0,0,1,8,104.75,470.24,,11.0,,0.2,23.25,172.625,1930.0,0.5,0.17,2.91,0.0,0.5,0.5,0.5,,83.8,1.0,0.0,0.13,1.0,0.25,0.2436476683937823,,2
516579,2.0,7.75,4,2,2,4,2,0,0,0,8,194.5,364.96,,,,,16.0,119.625,2073.0,0.5,0.25,2.0,0.0,0.25,0.5,0.25,,,1.0,0.0,0.0,0.5,1.0,0.1760540279787747,,2
516583,,,0,0,0,0,0,0,2,2,8,,,,,0.125,0.05,8.75,65.25,,0.0,0.0,1.09,0.0,0.0,0.0,0.0,,,,0.25,0.25,,,,,1
516590,0.0,2.0,2,1,1,2,1,0,1,1,9,380.5,274.62,82.39,54.0,0.3,0.1,8.22,61.0,1532.0,0.22,0.24,0.91,0.0,0.11,0.22,0.11,192.23,342.45,1.0,0.11,0.11,0.5,0.0,0.1792558746736292,0.0537793733681462,4
516593,2.0,10.333333333333332,3,3,3,3,3,0,4,1,10,159.0,420.16,,13.35,0.1,0.15,16.9,125.4,2627.0,0.3,0.18,1.69,0.0,0.3,0.3,0.3,378.14,135.15,1.0,0.4,0.1,1.0,0.67,0.159939094023601,,4
516594,1.0,5.0,4,4,4,4,4,0,1,1,8,147.5,464.53,,,0.1,0.1,18.38,136.375,2460.0,0.5,0.22,2.3,0.0,0.5,0.5,0.5,418.08,132.75,1.0,0.13,0.13,1.0,0.25,0.1888333333333333,,2
516614,3.0,4.333333333333333,4,4,3,3,3,0,0,1,8,167.0,445.65,,25.7,,0.1,19.88,147.875,2912.0,0.5,0.2,2.49,0.0,0.5,0.38,0.38,,150.3,0.75,0.0,0.13,0.75,0.75,0.1530391483516483,,2
516616,3.0,4.333333333333333,6,4,4,6,4,0,3,0,8,173.5,619.93,102.59,,0.1666666666666666,,30.75,229.5,3344.0,0.75,0.2,3.84,0.0,0.5,0.75,0.5,516.61,,1.0,0.38,0.0,0.67,0.75,0.1853857655502392,0.0306788277511961,2
516620,,,0,0,0,0,0,0,1,4,8,,,,,0.35,0.1125,7.38,55.25,,0.0,0.0,0.92,0.0,0.0,0.0,0.0,,,,0.13,0.5,,,,,1
516639,5.0,3.5,5,5,5,2,2,0,1,0,8,109.0,440.4,101.25,,0.15,,20.25,151.0,2575.0,0.63,0.25,2.53,0.0,0.63,0.25,0.25,374.34,,1.0,0.13,0.0,0.4,1.0,0.1710291262135922,0.0393203883495145,2
516647,4.0,3.6666666666666665,4,4,4,3,3,0,1,1,8,175.0,305.05,1.8,,0.1,0.05,17.38,129.375,1900.0,0.5,0.23,2.17,0.0,0.5,0.38,0.38,274.55,166.25,1.0,0.13,0.13,0.75,1.0,0.1605526315789473,0.0009473684210526,2
516679,1.0,7.0,3,3,3,3,3,1,2,2,8,96.0,1031.31,,8.0,0.25,0.1,24.25,142.875,6867.0,0.38,0.12,3.03,0.13,0.38,0.38,0.38,773.48,86.4,1.0,0.25,0.25,1.0,0.33,0.1501834862385321,,3
516680,,,0,0,0,0,0,0,0,3,8,,,,,,0.1,11.25,82.75,,0.0,0.0,1.41,0.0,0.0,0.0,0.0,,,,0.0,0.38,,,,,1
516682,1.0,4.5,3,1,1,2,0,0,2,0,8,109.0,100.34,,,0.05,,11.13,82.75,519.0,0.38,0.27,1.39,0.0,0.13,0.25,0.0,95.32,,1.0,0.25,0.0,0.0,1.0,0.1933333333333333,,4
516694,1.0,10.0,2,2,2,1,1,0,2,1,9,96.0,370.03,,,0.225,0.1,11.11,82.22222222222223,2130.0,0.22,0.18,1.23,0.0,0.22,0.11,0.11,286.77,86.4,1.0,0.22,0.11,0.5,0.5,0.1737230046948356,,4
516697,,5.0,1,0,0,1,0,0,1,1,8,158.0,,,,0.25,0.1,26.88,199.0,,0.13,0.04,3.36,0.0,0.0,0.13,0.0,,142.2,,0.13,0.13,0.0,,,,1
516704,1.0,4.5,4,3,3,4,3,0,0,2,8,166.5,442.22,,37.0,,0.075,13.75,103.125,2739.0,0.5,0.29,1.72,0.0,0.38,0.5,0.38,,154.01,1.0,0.0,0.25,0.75,0.33,0.1614530850675429,,2
516732,1.0,3.333333333333333,3,2,2,3,2,0,1,1,10,147.0,282.22,,,0.15,0.1,24.1,179.6,1491.0,0.3,0.12,2.41,0.0,0.2,0.3,0.2,239.89,132.3,1.0,0.1,0.1,0.67,0.5,0.1892823608316566,,4
516739,1.0,3.0,2,2,2,2,2,0,2,1,8,229.0,294.24,,,0.175,0.05,14.75,110.875,1556.0,0.25,0.14,1.84,0.0,0.25,0.25,0.25,242.75,217.55,1.0,0.25,0.13,1.0,0.5,0.1891002570694087,,4
516744,,7.0,1,0,0,1,0,0,1,2,8,109.0,,,16.35,0.25,0.15,6.63,49.75,,0.13,0.15,0.83,0.0,0.0,0.13,0.0,,92.65,,0.13,0.25,0.0,,,,1
516763,1.0,2.0,1,1,1,1,1,0,1,1,8,267.0,248.08,,,0.1,0.15,19.75,147.875,1271.0,0.13,0.05,2.47,0.0,0.13,0.13,0.13,223.27,226.95,1.0,0.13,0.13,1.0,1.0,0.1951848937844217,,4
516765,,,0,0,0,0,0,0,1,2,8,,,,,0.05,0.125,13.38,99.0,,0.0,0.0,1.67,0.0,0.0,0.0,0.0,,,,0.13,0.25,,,,,1
516789,3.0,1.75,4,4,4,4,4,0,2,0,8,292.0,952.92,,,0.2,,20.38,151.375,3345.0,0.5,0.2,2.55,0.0,0.5,0.5,0.5,762.34,,1.0,0.25,0.0,1.0,0.75,0.2848789237668161,,2
516798,1.0,1.0,1,1,1,1,1,0,3,1,8,187.0,818.81,,,0.2166666666666666,0.05,12.13,89.5,4271.0,0.13,0.08,1.52,0.0,0.13,0.13,0.13,641.4,177.65,1.0,0.38,0.13,1.0,1.0,0.191713884336221,,4
516806,5.0,6.333333333333333,7,7,6,6,6,1,2,4,8,199.83,379.05,,16.62,0.1,0.0666666666666666,32.25,354.625,2458.0,0.88,0.22,4.03,0.13,0.88,0.75,0.75,341.15,186.51,0.86,0.25,0.5,0.86,0.71,0.1542107404393816,,3
516808,1.0,2.666666666666667,3,3,3,3,3,0,1,0,8,167.33,543.22,,,0.15,,20.63,154.25,2020.0,0.38,0.15,2.58,0.0,0.38,0.38,0.38,461.74,,1.0,0.13,0.0,1.0,0.33,0.2689207920792079,,2
516827,3.0,5.4,6,4,4,5,3,0,0,3,8,139.2,308.91,,13.1,,0.0833333333333333,24.5,182.5,1742.0,0.75,0.24,3.06,0.0,0.5,0.63,0.38,,127.6,1.0,0.0,0.38,0.5,0.75,0.1773306544202066,,2
516833,1.0,4.0,3,3,3,2,2,0,1,4,8,131.0,450.67,,11.1,0.1,0.075,14.13,105.375,2263.0,0.38,0.21,1.77,0.0,0.38,0.25,0.25,405.6,121.18,1.0,0.13,0.5,0.67,0.33,0.1991471498011489,,4
516841,1.0,3.0,1,1,1,1,1,0,3,2,8,443.0,794.63,119.19,,0.1833333333333333,0.1,13.88,104.625,4114.0,0.13,0.07,1.74,0.0,0.13,0.13,0.13,648.95,398.7,1.0,0.38,0.25,1.0,1.0,0.1931526494895478,0.028971803597472,4
516862,0.0,9.0,2,1,1,1,0,0,0,0,8,155.0,1091.79,,,,,12.25,90.125,7493.0,0.25,0.16,1.53,0.0,0.13,0.13,0.0,,,1.0,0.0,0.0,0.0,0.0,0.1457079941278526,,4
516933,0.0,-1.0,3,3,3,1,1,0,0,1,8,137.0,604.73,,,,0.1,12.88,96.375,3286.0,0.38,0.23,1.61,0.0,0.38,0.13,0.13,,123.3,1.0,0.0,0.13,0.33,0.0,0.1840322580645161,,4
516939,1.0,1.0,1,1,1,1,1,0,2,1,8,92.0,104.12,46.85,,0.25,0.15,13.75,102.875,560.0,0.13,0.07,1.72,0.0,0.13,0.13,0.13,78.09,78.2,1.0,0.25,0.13,1.0,1.0,0.1859285714285714,0.0836607142857142,4
516965,0.0,1.75,4,4,4,4,4,0,2,0,9,176.5,392.03,43.22,,0.15,,18.0,134.22222222222223,2366.0,0.44,0.22,2.0,0.0,0.44,0.44,0.44,333.23,,1.0,0.22,0.0,1.0,0.0,0.1656931530008453,0.0182671174978867,2
516967,,,0,0,0,0,0,0,1,0,8,,,,,0.15,,6.88,51.75,,0.0,0.0,0.86,0.0,0.0,0.0,0.0,,,,0.13,0.0,,,,,1
516972,2.0,2.5,2,2,2,2,2,0,1,2,8,180.5,409.03,71.54,27.3,0.1,0.1,15.13,112.75,2191.0,0.25,0.13,1.89,0.0,0.25,0.25,0.25,368.13,162.45,1.0,0.13,0.25,1.0,1.0,0.1866864445458694,0.0326517571884984,4
517033,,12.333333333333332,3,0,0,3,0,0,4,1,8,129.0,,,15.1,0.125,0.1,17.88,134.375,,0.38,0.17,2.24,0.0,0.0,0.38,0.0,,116.1,,0.5,0.13,0.0,,,,1
517061,4.0,3.6666666666666665,6,4,3,6,4,0,1,1,10,221.0,344.56,16.75,,0.05,0.05,16.0,120.5,1916.0,0.6,0.38,1.6,0.0,0.4,0.6,0.4,327.33,209.95,0.75,0.1,0.1,0.67,1.0,0.1798329853862213,0.0087421711899791,2
517064,0.0,1.6666666666666667,3,2,2,3,2,0,4,0,9,253.33,359.92,36.64,,0.1,,24.89,184.33333333333331,1960.0,0.33,0.12,2.77,0.0,0.22,0.33,0.22,323.93,,1.0,0.44,0.0,0.67,0.0,0.1836326530612245,0.0186938775510204,4
517076,0.0,6.8,5,2,2,5,2,0,3,2,8,154.0,459.09,,6.3,0.1833333333333333,0.125,26.25,196.75,2461.0,0.63,0.19,3.28,0.0,0.25,0.63,0.25,374.92,134.75,1.0,0.38,0.25,0.4,0.0,0.1865461194636326,,2
517105,1.0,2.666666666666667,4,4,3,3,3,0,2,1,9,122.0,361.24,4.75,,0.15,0.15,18.0,133.66666666666666,2494.0,0.44,0.22,2.0,0.0,0.44,0.33,0.33,307.05,103.7,0.75,0.22,0.11,0.75,0.25,0.1448436246992782,0.0019045709703287,2
517119,2.0,5.5,4,3,3,4,3,0,2,1,8,123.5,242.88,57.29,,0.075,0.05,15.75,116.375,1444.0,0.5,0.25,1.97,0.0,0.38,0.5,0.38,224.66,117.33,1.0,0.25,0.13,0.75,0.67,0.1681994459833795,0.039674515235457,2
517131,2.0,6.75,4,2,2,4,2,1,1,1,8,114.25,3920.67,,,,,29.88,95.125,21441.0,0.5,0.13,3.74,0.13,0.25,0.5,0.25,,,1.0,0.13,0.13,0.5,1.0,0.1828585420456135,,0
517142,2.0,1.0,3,3,3,1,1,0,1,1,8,124.0,405.5,,,0.25,0.1,9.25,69.375,2145.0,0.38,0.32,1.16,0.0,0.38,0.13,0.13,304.13,111.6,1.0,0.13,0.13,0.33,0.67,0.189044289044289,,4
517143,,5.0,2,0,0,2,0,0,0,1,8,222.0,,,,,0.15,8.63,64.25,,0.25,0.23,1.08,0.0,0.0,0.25,0.0,,188.7,,0.0,0.13,0.0,,,,1
517150,1.0,3.0,6,6,6,6,6,0,3,1,8,175.67,442.78,61.54,9.0,0.1166666666666666,0.05,17.63,130.75,2237.0,0.75,0.34,2.2,0.0,0.75,0.75,0.75,391.12,166.89,1.0,0.38,0.13,1.0,0.17,0.1979347340187751,0.0275100581135449,2
517158,2.0,1.3333333333333333,3,3,3,3,3,0,0,2,8,169.0,251.95,,,,0.1,12.13,90.375,1426.0,0.38,0.25,1.52,0.0,0.38,0.38,0.38,,152.1,1.0,0.0,0.25,1.0,0.67,0.1766830294530154,,2
517205,1.0,3.5,2,2,1,2,2,0,2,2,8,291.5,317.27,,,0.15,0.075,14.38,107.375,2487.0,0.25,0.14,1.8,0.0,0.25,0.25,0.25,269.68,269.64,0.5,0.25,0.25,1.0,0.5,0.1275713711298753,,4
517212,1.0,2.75,5,5,5,4,4,0,1,0,9,196.5,213.53,,,0.1,,14.0,105.55555555555556,1105.0,0.56,0.36,1.56,0.0,0.56,0.44,0.44,192.18,,1.0,0.11,0.0,0.8,0.2,0.1932398190045249,,2
517219,,,0,0,0,0,0,0,2,3,8,,,,,0.125,0.1166666666666666,10.0,74.375,,0.0,0.0,1.25,0.0,0.0,0.0,0.0,,,,0.25,0.38,,,,,1
517231,1.0,8.5,2,1,1,2,1,0,5,0,8,401.0,411.88,,,0.11,,10.5,78.0,2206.0,0.25,0.19,1.31,0.0,0.13,0.25,0.13,366.57,,1.0,0.63,0.0,0.5,1.0,0.1867089755213055,,4
517284,2.0,3.6666666666666665,5,4,4,3,2,0,2,2,9,165.67,1320.84,,,0.2,0.125,20.11,149.22222222222223,3933.0,0.56,0.25,2.23,0.0,0.44,0.33,0.22,1056.67,144.96,1.0,0.22,0.22,0.4,0.5,0.3358352402745995,,2
517324,1.0,,1,1,1,0,0,0,2,0,8,,472.44,,,0.1,,20.5,152.5,2702.0,0.13,0.05,2.56,0.0,0.13,0.0,0.0,425.2,,1.0,0.25,0.0,0.0,1.0,0.1748482605477424,,4
517330,1.0,6.0,1,1,1,1,1,0,1,0,8,142.0,467.35,,,0.05,,17.88,131.375,3805.0,0.13,0.06,2.24,0.0,0.13,0.13,0.13,443.98,,1.0,0.13,0.0,1.0,1.0,0.1228252299605782,,4
517356,2.0,5.0,4,4,4,3,3,1,3,1,8,312.0,422.58,,,0.125,,28.38,379.25,1588.0,0.5,0.14,3.55,0.13,0.5,0.38,0.38,369.76,,1.0,0.38,0.13,0.75,0.5,0.2661083123425692,,3
517370,3.0,4.333333333333333,3,2,2,3,2,0,0,1,8,141.0,402.87,,,,0.15,11.13,83.0,2276.0,0.38,0.27,1.39,0.0,0.25,0.38,0.25,,119.85,1.0,0.0,0.13,0.67,1.5,0.1770079086115993,,4
517392,3.0,2.2,6,6,6,5,5,1,2,1,9,242.8,547.78,,,0.15,,46.22,179.22222222222223,3037.0,0.67,0.13,5.14,0.11,0.67,0.56,0.56,465.61,,1.0,0.22,0.11,0.83,0.5,0.1803687849851827,,3
517393,0.0,4.0,1,1,1,1,1,0,0,1,8,62.0,333.55,,,,0.1,13.75,102.75,2073.0,0.13,0.07,1.72,0.0,0.13,0.13,0.13,,55.8,1.0,0.0,0.13,1.0,0.0,0.1609020742884708,,4
517397,2.0,2.4,5,5,5,5,5,0,0,1,8,168.6,328.81,,12.2,,0.1,18.88,139.875,1713.0,0.63,0.26,2.36,0.0,0.63,0.63,0.63,,151.74,1.0,0.0,0.13,1.0,0.4,0.1919497956800934,,2
517403,3.0,3.75,4,3,2,4,3,0,1,2,9,233.0,186.15,,49.35,0.1,0.1,15.22,111.55555555555556,1059.0,0.44,0.26,1.69,0.0,0.33,0.44,0.33,167.54,209.7,0.67,0.11,0.22,0.75,1.0,0.1757790368271954,,2
517415,0.0,0.0,1,1,1,1,1,0,2,2,8,175.0,509.54,,,0.15,0.15,9.88,74.375,1377.0,0.13,0.1,1.24,0.0,0.13,0.13,0.13,433.11,148.75,1.0,0.25,0.25,1.0,0.0,0.3700363108206245,,4
517438,2.0,0.8,5,5,4,5,5,0,1,2,9,234.4,348.13,56.09,22.65,0.25,0.15,18.33,136.55555555555554,1738.0,0.56,0.27,2.04,0.0,0.56,0.56,0.56,261.1,199.24,0.8,0.11,0.22,1.0,0.4,0.2003049482163406,0.0322727272727272,2
517445,1.0,12.333333333333332,3,1,1,3,1,0,1,0,9,192.33,271.98,,,0.1,,17.44,129.77777777777777,1496.0,0.33,0.17,1.94,0.0,0.11,0.33,0.11,244.78,,1.0,0.11,0.0,0.33,1.0,0.1818048128342246,,4
517467,2.0,5.0,2,1,1,2,1,0,1,0,8,201.5,323.87,64.77,,0.2,,8.0,60.25,2031.0,0.25,0.25,1.0,0.0,0.13,0.25,0.13,259.1,,1.0,0.13,0.0,0.5,2.0,0.1594633185622846,0.0318906942392909,4
517486,0.0,0.6666666666666666,3,3,2,3,3,0,0,1,10,151.33,158.32,,,,0.05,14.2,105.7,1156.0,0.3,0.21,1.42,0.0,0.3,0.3,0.3,,143.76,0.67,0.0,0.1,1.0,0.0,0.136955017301038,,4
517491,3.0,3.5714285714285716,8,6,6,7,5,0,0,0,8,113.86,328.93,,,,,17.38,130.75,1847.0,1.0,0.46,2.17,0.0,0.75,0.88,0.63,,,1.0,0.0,0.0,0.63,0.5,0.1780887926367081,,2
517543,,,0,0,0,0,0,0,3,0,9,,,,,0.05,,13.56,102.11111111111111,,0.0,0.0,1.51,0.0,0.0,0.0,0.0,,,,0.33,0.0,,,,,1
517545,0.0,1.0,2,2,2,1,1,0,2,1,8,95.0,396.12,96.01,,0.25,0.2,12.13,90.125,2215.0,0.25,0.16,1.52,0.0,0.25,0.13,0.13,297.09,76.0,1.0,0.25,0.13,0.5,0.0,0.1788352144469526,0.0433453724604966,4
517548,2.0,1.5,3,3,3,2,2,0,0,1,8,136.0,310.24,,,,0.1,14.5,108.375,1478.0,0.38,0.21,1.81,0.0,0.38,0.25,0.25,,122.4,1.0,0.0,0.13,0.67,0.67,0.2099052774018944,,4
517549,4.0,2.6,6,6,6,5,5,0,1,0,9,155.2,513.44,114.83,,0.2,,21.44,158.55555555555554,2527.0,0.67,0.28,2.38,0.0,0.67,0.56,0.56,410.75,,1.0,0.11,0.0,0.83,0.67,0.203181638306292,0.0454412346656113,2
517571,1.0,2.0,1,1,1,1,1,0,2,1,8,139.0,504.02,75.6,,0.15,0.1,16.0,118.75,3268.0,0.13,0.06,2.0,0.0,0.13,0.13,0.13,428.42,125.1,1.0,0.25,0.13,1.0,1.0,0.1542288861689106,0.0231334149326805,4
517579,0.0,2.0,1,1,1,1,1,0,2,0,8,210.0,1024.61,102.46,,0.125,,9.0,66.625,2937.0,0.13,0.11,1.13,0.0,0.13,0.13,0.13,896.53,,1.0,0.25,0.0,1.0,0.0,0.34886278515492,0.0348859380320054,4
517581,2.0,4.666666666666666,3,3,3,3,3,0,1,1,8,228.67,551.44,,,0.05,0.2,28.0,207.875,2180.0,0.38,0.11,3.5,0.0,0.38,0.38,0.38,523.87,182.94,1.0,0.13,0.13,1.0,0.67,0.252954128440367,,2
517596,1.0,4.666666666666666,3,3,3,3,3,0,0,0,9,169.0,239.83,,,,,15.89,117.33333333333331,1372.0,0.33,0.19,1.77,0.0,0.33,0.33,0.33,,,1.0,0.0,0.0,1.0,0.33,0.1748032069970845,,2
517622,,,0,0,0,0,0,0,1,1,8,,,,,0.15,0.15,14.63,110.125,,0.0,0.0,1.83,0.0,0.0,0.0,0.0,,,,0.13,0.13,,,,,1
517633,2.0,6.5,4,3,2,4,3,0,0,4,8,190.0,303.87,,34.4,,0.125,16.13,123.125,2354.0,0.5,0.25,2.02,0.0,0.38,0.5,0.38,,166.25,0.67,0.0,0.5,0.75,0.67,0.1290866610025488,,2
517653,2.0,1.5,2,2,2,2,2,0,1,2,8,72.5,289.8,19.8,4.15,0.05,0.05,18.13,134.125,1496.0,0.25,0.11,2.27,0.0,0.25,0.25,0.25,275.31,68.88,1.0,0.13,0.25,1.0,1.0,0.1937165775401069,0.013235294117647,4
517674,5.0,1.0,3,3,3,2,2,0,1,0,9,331.0,930.28,,,0.2,,17.67,133.0,2293.0,0.33,0.17,1.96,0.0,0.33,0.22,0.22,744.22,,1.0,0.11,0.0,0.67,1.67,0.4057043174880069,,4
517675,4.0,4.25,4,4,4,4,4,0,3,2,8,137.75,275.78,22.15,15.2,0.15,0.125,17.25,128.0,1251.0,0.5,0.23,2.16,0.0,0.5,0.5,0.5,234.41,120.53,1.0,0.38,0.25,1.0,1.0,0.2204476418864908,0.0177058353317346,2
517676,1.0,1.0,4,4,4,2,2,0,1,2,8,242.5,725.55,,,0.15,0.1,17.25,129.125,3885.0,0.5,0.23,2.16,0.0,0.5,0.25,0.25,616.72,218.25,1.0,0.13,0.25,0.5,0.25,0.1867567567567567,,2
517700,3.0,2.5,4,4,2,4,4,0,3,0,8,143.25,341.08,,,0.1333333333333333,,17.5,132.25,2267.0,0.5,0.23,2.19,0.0,0.5,0.5,0.5,295.6,,0.5,0.38,0.0,1.0,0.75,0.1504543449492721,,2
517715,2.0,5.5,2,2,2,2,2,0,0,1,8,326.0,225.18,,,,0.05,20.38,152.375,1194.0,0.25,0.1,2.55,0.0,0.25,0.25,0.25,,309.7,1.0,0.0,0.13,1.0,1.0,0.1885929648241206,,4
517732,1.0,0.0,2,2,2,2,2,0,3,2,8,130.5,496.05,72.08,,0.1333333333333333,0.125,12.25,90.625,2626.0,0.25,0.16,1.53,0.0,0.25,0.25,0.25,429.91,114.19,1.0,0.38,0.25,1.0,0.5,0.1888994668697639,0.0274485910129474,4
517735,1.0,6.0,2,2,2,1,1,0,2,0,8,247.0,405.39,101.35,,0.25,,16.75,123.5,1867.0,0.25,0.12,2.09,0.0,0.25,0.13,0.13,304.04,,1.0,0.25,0.0,0.5,0.5,0.2171344402785217,0.0542849491162292,4
517739,1.0,5.0,1,1,1,1,1,0,3,0,8,223.0,114.12,,,0.0833333333333333,,7.63,57.375,636.0,0.13,0.13,0.95,0.0,0.13,0.13,0.13,104.61,,1.0,0.38,0.0,1.0,1.0,0.1794339622641509,,4
517743,2.0,1.5,4,4,3,4,4,0,2,0,8,109.75,413.21,35.25,,0.15,,16.75,124.375,2730.0,0.5,0.24,2.09,0.0,0.5,0.5,0.5,351.23,,0.75,0.25,0.0,1.0,0.5,0.1513589743589743,0.0129120879120879,2
517772,2.0,4.666666666666666,6,6,5,6,6,1,2,1,8,136.5,781.39,,,0.15,,26.13,208.5,3144.0,0.75,0.23,3.27,0.13,0.75,0.75,0.75,664.18,,0.83,0.25,0.13,1.0,0.33,0.2485337150127226,,3
517776,3.0,2.333333333333333,3,3,3,3,3,0,0,0,8,266.33,1314.7,,,,,17.13,127.5,8637.0,0.38,0.18,2.14,0.0,0.38,0.38,0.38,,,1.0,0.0,0.0,1.0,1.0,0.1522172050480491,,2
517787,2.0,7.0,1,1,1,1,1,0,1,2,8,141.0,851.82,,,0.3,0.125,16.25,119.875,1537.0,0.13,0.06,2.03,0.0,0.13,0.13,0.13,596.27,123.38,1.0,0.13,0.25,1.0,2.0,0.5542094990240729,,4
517803,1.0,2.4,5,4,4,5,4,0,3,1,8,144.4,501.91,35.7,29.1,0.1333333333333333,0.15,20.13,148.25,3054.0,0.63,0.25,2.52,0.0,0.5,0.63,0.5,434.99,122.74,1.0,0.38,0.13,0.8,0.25,0.1643451211525868,0.0116895874263261,2
