user_id,segmentation
513227,Free checked bag
513233,Free hotel meal
513236,1 night free hotel with flight
513237,Free checked bag
513241,Free hotel meal
513242,Free checked bag
513259,No cancellation fee
513261,Free hotel meal
513289,No cancellation fee
513296,1 night free hotel with flight
513317,No cancellation fee
513322,Exclusive discounts
513338,Free checked bag
513339,No cancellation fee
513345,Free hotel meal
513347,Free hotel meal
513366,No cancellation fee
513381,Free hotel meal
513387,1 night free hotel with flight
513397,Exclusive discounts
513402,Free checked bag
513408,Free hotel meal
513422,Exclusive discounts
513425,Free hotel meal
513438,Free hotel meal
513441,Free hotel meal
513470,Free hotel meal
513495,Free checked bag
513497,Free checked bag
513509,No cancellation fee
513543,Free checked bag
513546,Free hotel meal
513555,Exclusive discounts
513568,Free checked bag
513569,Free checked bag
513582,Exclusive discounts
513602,No cancellation fee
513611,No cancellation fee
513613,Free checked bag
513620,No cancellation fee
513625,Free hotel meal
513627,1 night free hotel with flight
513628,1 night free hotel with flight
513638,No cancellation fee
513659,Free checked bag
513661,Exclusive discounts
513683,Exclusive discounts
513714,Free checked bag
513721,1 night free hotel with flight
513742,Free hotel meal
513761,No cancellation fee
513776,Free checked bag
513787,1 night free hotel with flight
513791,Exclusive discounts
513796,Exclusive discounts
513800,Free hotel meal
513807,Free checked bag
513823,Free hotel meal
513826,Exclusive discounts
513844,1 night free hotel with flight
513853,Free checked bag
513856,Exclusive discounts
513860,Exclusive discounts
513869,Free hotel meal
513875,Free hotel meal
513917,1 night free hotel with flight
513926,No cancellation fee
513933,Exclusive discounts
513953,Free checked bag
513956,Exclusive discounts
513964,1 night free hotel with flight
513967,1 night free hotel with flight
513995,Free hotel meal
514002,No cancellation fee
514003,No cancellation fee
514021,Free hotel meal
514023,Free checked bag
514053,Free checked bag
514071,1 night free hotel with flight
514076,Free hotel meal
514113,Free hotel meal
514132,Free hotel meal
514133,No cancellation fee
514164,Exclusive discounts
514167,No cancellation fee
514206,Free checked bag
514208,Free hotel meal
514210,No cancellation fee
514215,No cancellation fee
514235,Free hotel meal
514261,1 night free hotel with flight
514275,No cancellation fee
514289,Free hotel meal
514300,Exclusive discounts
514315,No cancellation fee
514318,Free checked bag
514324,Exclusive discounts
514337,Free checked bag
514342,Free checked bag
514344,1 night free hotel with flight
514370,1 night free hotel with flight
514384,Free checked bag
514395,Exclusive discounts
514457,1 night free hotel with flight
514460,1 night free hotel with flight
514461,Free hotel meal
514501,Free hotel meal
514503,Exclusive discounts
514515,Free checked bag
514526,No cancellation fee
514551,No cancellation fee
514586,Exclusive discounts
514589,Free checked bag
514617,Free hotel meal
514623,Free hotel meal
514627,1 night free hotel with flight
514638,Free hotel meal
514639,Free hotel meal
514642,Free hotel meal
514660,Free hotel meal
514675,Exclusive discounts
514682,No cancellation fee
514684,No cancellation fee
514689,Free hotel meal
514737,No cancellation fee
514785,1 night free hotel with flight
514810,Free hotel meal
514830,Free checked bag
514867,Free hotel meal
514876,No cancellation fee
514892,1 night free hotel with flight
514893,Free hotel meal
514899,Free hotel meal
514925,Free checked bag
514926,Free checked bag
514931,No cancellation fee
514944,Free checked bag
514951,Free hotel meal
514953,Free checked bag
514980,1 night free hotel with flight
514981,1 night free hotel with flight
515004,Free checked bag
515013,Free hotel meal
515020,No cancellation fee
515030,Exclusive discounts
515051,No cancellation fee
515058,No cancellation fee
515060,Exclusive discounts
515085,Free checked bag
515103,Exclusive discounts
515124,1 night free hotel with flight
515131,No cancellation fee
515139,Free checked bag
515161,No cancellation fee
515168,Free hotel meal
515182,1 night free hotel with flight
515198,No cancellation fee
515200,No cancellation fee
515202,Free hotel meal
515205,Free checked bag
515229,1 night free hotel with flight
515240,Free hotel meal
515243,Exclusive discounts
515258,1 night free hotel with flight
515271,Free checked bag
515274,1 night free hotel with flight
515306,1 night free hotel with flight
515330,Exclusive discounts
515344,No cancellation fee
515398,Free hotel meal
515409,No cancellation fee
515421,No cancellation fee
515423,Exclusive discounts
515436,No cancellation fee
515478,Free hotel meal
515490,1 night free hotel with flight
515502,Free hotel meal
515514,No cancellation fee
515516,Free hotel meal
515523,Free checked bag
515529,Exclusive discounts
515530,Free hotel meal
515565,No cancellation fee
515578,1 night free hotel with flight
515580,1 night free hotel with flight
515586,Free checked bag
515610,Free hotel meal
515634,Exclusive discounts
515639,1 night free hotel with flight
515645,1 night free hotel with flight
515666,Exclusive discounts
515675,Free checked bag
515684,1 night free hotel with flight
515688,Exclusive discounts
515694,No cancellation fee
515713,Free checked bag
515727,Exclusive discounts
515735,Free checked bag
515739,Free hotel meal
515751,No cancellation fee
515764,Free hotel meal
515778,No cancellation fee
515802,No cancellation fee
515818,Free checked bag
515831,Free hotel meal
515835,No cancellation fee
515854,Free hotel meal
515874,Free hotel meal
515891,Exclusive discounts
515901,Exclusive discounts
515908,Free hotel meal
515941,Exclusive discounts
515947,1 night free hotel with flight
515953,1 night free hotel with flight
515974,Free hotel meal
515985,Exclusive discounts
516001,No cancellation fee
516004,Exclusive discounts
516006,1 night free hotel with flight
516039,No cancellation fee
516053,Free hotel meal
516057,1 night free hotel with flight
516061,No cancellation fee
516076,Free hotel meal
516086,Free hotel meal
516089,No cancellation fee
516092,No cancellation fee
516105,Exclusive discounts
516117,Free hotel meal
516118,Free checked bag
516127,Free hotel meal
516132,Free hotel meal
516144,Exclusive discounts
516150,Free hotel meal
516152,Free checked bag
516176,No cancellation fee
516177,No cancellation fee
516178,Free hotel meal
516211,1 night free hotel with flight
516216,No cancellation fee
516217,Free checked bag
516243,Free hotel meal
516246,No cancellation fee
516251,No cancellation fee
516269,No cancellation fee
516273,Exclusive discounts
516282,Free checked bag
516283,Free hotel meal
516287,Free checked bag
516290,No cancellation fee
516296,Exclusive discounts
516301,Exclusive discounts
516340,No cancellation fee
516351,Exclusive discounts
516368,Free checked bag
516375,1 night free hotel with flight
516418,Free checked bag
516420,Exclusive discounts
516433,Free checked bag
516456,No cancellation fee
516507,No cancellation fee
516516,Free hotel meal
516528,1 night free hotel with flight
516543,Exclusive discounts
516556,Free hotel meal
516561,Exclusive discounts
516571,Exclusive discounts
516578,No cancellation fee
516579,Exclusive discounts
516583,Free hotel meal
516590,Free checked bag
516593,Free checked bag
516594,No cancellation fee
516614,Exclusive discounts
516616,No cancellation fee
516620,Free hotel meal
516639,No cancellation fee
516647,No cancellation fee
516679,Exclusive discounts
516680,Free hotel meal
516682,1 night free hotel with flight
516694,Free hotel meal
516697,No cancellation fee
516704,Exclusive discounts
516732,Free hotel meal
516739,Free hotel meal
516744,Exclusive discounts
516763,No cancellation fee
516765,Free hotel meal
516789,No cancellation fee
516798,Free checked bag
516806,1 night free hotel with flight
516808,No cancellation fee
516827,No cancellation fee
516833,No cancellation fee
516841,Free hotel meal
516862,Free checked bag
516933,Free checked bag
516939,Free hotel meal
516965,Free checked bag
516967,Free hotel meal
516972,Free hotel meal
517033,No cancellation fee
517061,1 night free hotel with flight
517064,Free hotel meal
517076,Free checked bag
517105,Exclusive discounts
517119,Free hotel meal
517131,Free checked bag
517142,Free checked bag
517143,1 night free hotel with flight
517150,1 night free hotel with flight
517158,Exclusive discounts
517205,1 night free hotel with flight
517212,1 night free hotel with flight
517219,No cancellation fee
517231,Exclusive discounts
517284,No cancellation fee
517324,Free checked bag
517330,Free checked bag
517356,1 night free hotel with flight
517370,Exclusive discounts
517392,1 night free hotel with flight
517393,Exclusive discounts
517397,1 night free hotel with flight
517403,1 night free hotel with flight
517415,Free hotel meal
517438,1 night free hotel with flight
517445,No cancellation fee
517467,Free checked bag
517486,Exclusive discounts
517491,Exclusive discounts
517543,Free hotel meal
517545,Free checked bag
517548,Exclusive discounts
517549,No cancellation fee
517571,Free checked bag
517579,Free checked bag
517581,1 night free hotel with flight
517596,Exclusive discounts
517622,Free hotel meal
517633,Exclusive discounts
517653,No cancellation fee
517674,Free checked bag
517675,1 night free hotel with flight
517676,No cancellation fee
517700,1 night free hotel with flight
517715,No cancellation fee
517732,Exclusive discounts
517735,Exclusive discounts
517739,Free hotel meal
517743,No cancellation fee
517772,1 night free hotel with flight
517776,Exclusive discounts
517787,Free checked bag
517803,No cancellation fee
517819,Exclusive discounts
517825,Exclusive discounts
517839,No cancellation fee
517847,No cancellation fee
517871,Free hotel meal
517894,Free checked bag
517898,Free hotel meal
517925,Free checked bag
517931,1 night free hotel with flight
517961,Free checked bag
517967,Exclusive discounts
517968,Exclusive discounts
518012,Exclusive discounts
518015,Free hotel meal
518041,No cancellation fee
518044,Exclusive discounts
518074,Free checked bag
518084,Free checked bag
518092,1 night free hotel with flight
518121,1 night free hotel with flight
518127,No cancellation fee
518135,Free checked bag
518191,Free hotel meal
518196,Free checked bag
518211,Free hotel meal
518219,No cancellation fee
518281,No cancellation fee
518324,No cancellation fee
518334,Free hotel meal
518338,Free hotel meal
518347,1 night free hotel with flight
518348,Free hotel meal
518354,No cancellation fee
518372,No cancellation fee
518393,Free checked bag
518406,Exclusive discounts
518416,No cancellation fee
518422,No cancellation fee
518443,Exclusive discounts
518450,1 night free hotel with flight
518480,Free checked bag
518495,No cancellation fee
518516,Free hotel meal
518526,1 night free hotel with flight
518527,No cancellation fee
518533,Free hotel meal
518535,No cancellation fee
518541,Free checked bag
518567,Exclusive discounts
518579,Exclusive discounts
518582,Exclusive discounts
518585,No cancellation fee
518612,1 night free hotel with flight
518628,Free hotel meal
518629,1 night free hotel with flight
518639,Free checked bag
518642,Free hotel meal
518645,No cancellation fee
518694,Free checked bag
518696,Free hotel meal
518711,Free checked bag
518716,Free hotel meal
518722,No cancellation fee
518726,Free hotel meal
518735,Free hotel meal
518743,Free checked bag
518747,No cancellation fee
518751,No cancellation fee
518756,1 night free hotel with flight
518826,Free hotel meal
518827,No cancellation fee
518865,Exclusive discounts
518866,Free checked bag
518867,Free checked bag
518870,Free checked bag
518894,Free hotel meal
518896,Free checked bag
518907,No cancellation fee
518922,Free hotel meal
518925,Free hotel meal
518931,Free hotel meal
518954,Free hotel meal
518956,Free checked bag
518963,Free hotel meal
518971,Exclusive discounts
518998,No cancellation fee
519014,No cancellation fee
519059,Free hotel meal
519079,1 night free hotel with flight
519089,Free hotel meal
519091,Free checked bag
519096,Free hotel meal
519114,Free hotel meal
519117,1 night free hotel with flight
519137,Exclusive discounts
519140,1 night free hotel with flight
519171,Free hotel meal
519191,No cancellation fee
519205,Exclusive discounts
519210,Free hotel meal
519211,Exclusive discounts
519248,Free hotel meal
519254,Exclusive discounts
519260,No cancellation fee
519267,Free checked bag
519285,No cancellation fee
519312,Free hotel meal
519313,Free hotel meal
519335,Free hotel meal
519348,Exclusive discounts
519353,Free hotel meal
519357,Free hotel meal
519368,Free hotel meal
519383,Free hotel meal
519392,Free checked bag
519393,Exclusive discounts
519406,No cancellation fee
519412,Exclusive discounts
519419,Free hotel meal
519430,Exclusive discounts
519446,Exclusive discounts
519469,1 night free hotel with flight
519515,Free checked bag
519529,Free hotel meal
519532,Free checked bag
519541,Exclusive discounts
519548,Free hotel meal
519554,Free hotel meal
519561,Free hotel meal
519595,No cancellation fee
519596,Free checked bag
519604,1 night free hotel with flight
519626,Free hotel meal
519631,1 night free hotel with flight
519664,No cancellation fee
519687,Free hotel meal
519694,No cancellation fee
519695,Free checked bag
519706,Free hotel meal
519709,1 night free hotel with flight
519718,1 night free hotel with flight
519722,Free checked bag
519725,Exclusive discounts
519726,Free checked bag
519747,1 night free hotel with flight
519769,1 night free hotel with flight
519774,Exclusive discounts
519787,Free hotel meal
519799,Free hotel meal
519846,Free checked bag
519848,1 night free hotel with flight
519853,Free hotel meal
519859,Free checked bag
519885,No cancellation fee
519888,No cancellation fee
519893,No cancellation fee
519896,1 night free hotel with flight
519897,1 night free hotel with flight
519905,Exclusive discounts
519911,1 night free hotel with flight
519912,1 night free hotel with flight
519943,Free hotel meal
519955,Exclusive discounts
519957,Free checked bag
519961,1 night free hotel with flight
519965,1 night free hotel with flight
519982,Free hotel meal
520054,Free hotel meal
520063,Exclusive discounts
520097,No cancellation fee
520106,Free hotel meal
520141,No cancellation fee
520152,1 night free hotel with flight
520170,Free hotel meal
520175,No cancellation fee
520177,Exclusive discounts
520182,Free hotel meal
520188,No cancellation fee
520193,Free checked bag
520225,1 night free hotel with flight
520244,Free hotel meal
520248,Free hotel meal
520250,Exclusive discounts
520256,No cancellation fee
520265,1 night free hotel with flight
520277,Free checked bag
520291,No cancellation fee
520298,Free checked bag
520307,1 night free hotel with flight
520311,Free hotel meal
520314,Free hotel meal
520327,Free checked bag
520358,Exclusive discounts
520373,Exclusive discounts
520397,1 night free hotel with flight
520405,Exclusive discounts
520411,Exclusive discounts
520422,Free checked bag
520429,Free checked bag
520436,Exclusive discounts
520440,No cancellation fee
520480,Free checked bag
520491,Free checked bag
520497,Free checked bag
520527,1 night free hotel with flight
520530,Free checked bag
520532,No cancellation fee
520539,1 night free hotel with flight
520556,Free hotel meal
520558,Free checked bag
520561,Free hotel meal
520603,1 night free hotel with flight
520619,Free checked bag
520680,Free checked bag
520696,Exclusive discounts
520708,1 night free hotel with flight
520719,Exclusive discounts
520733,No cancellation fee
520745,Exclusive discounts
520762,Exclusive discounts
520770,No cancellation fee
520771,Free hotel meal
520780,Free hotel meal
520783,No cancellation fee
520804,Exclusive discounts
520819,Free checked bag
520821,No cancellation fee
520844,Free hotel meal
520851,No cancellation fee
520861,Free checked bag
520877,Free checked bag
520878,Free checked bag
520882,Exclusive discounts
520885,1 night free hotel with flight
520898,Free hotel meal
520902,1 night free hotel with flight
520920,No cancellation fee
520934,Free checked bag
520947,Free hotel meal
520959,Free hotel meal
521000,No cancellation fee
521004,No cancellation fee
521009,Free hotel meal
521031,1 night free hotel with flight
521033,No cancellation fee
521044,No cancellation fee
521060,No cancellation fee
521062,Free hotel meal
521065,1 night free hotel with flight
521066,Exclusive discounts
521070,1 night free hotel with flight
521109,Free hotel meal
521127,No cancellation fee
521152,1 night free hotel with flight
521170,1 night free hotel with flight
521185,Exclusive discounts
521186,1 night free hotel with flight
521187,Free hotel meal
521192,Exclusive discounts
521201,Free checked bag
521211,Exclusive discounts
521212,1 night free hotel with flight
521235,No cancellation fee
521250,Free checked bag
521259,Free checked bag
521282,No cancellation fee
521286,Free checked bag
521293,1 night free hotel with flight
521295,Free hotel meal
521298,Exclusive discounts
521309,Free checked bag
521316,Exclusive discounts
521331,Free hotel meal
521335,Free checked bag
521343,1 night free hotel with flight
521379,Free checked bag
521392,Free checked bag
521404,No cancellation fee
521408,Free checked bag
521416,1 night free hotel with flight
521434,1 night free hotel with flight
521462,No cancellation fee
521474,Free checked bag
521491,1 night free hotel with flight
521509,1 night free hotel with flight
521510,Free checked bag
521514,Free hotel meal
521587,Exclusive discounts
521607,Exclusive discounts
521609,Free hotel meal
521642,Free hotel meal
521657,Free checked bag
521658,Free checked bag
521663,No cancellation fee
521695,1 night free hotel with flight
521708,No cancellation fee
521719,No cancellation fee
521720,1 night free hotel with flight
521743,1 night free hotel with flight
521748,Exclusive discounts
521768,Exclusive discounts
521785,Exclusive discounts
521814,1 night free hotel with flight
521818,1 night free hotel with flight
521859,Exclusive discounts
521865,No cancellation fee
521883,Free checked bag
521884,Free hotel meal
521885,Exclusive discounts
521904,Free hotel meal
521921,Free checked bag
521925,1 night free hotel with flight
521941,Free hotel meal
521943,1 night free hotel with flight
521956,No cancellation fee
521963,No cancellation fee
521986,Free hotel meal
521992,Free hotel meal
521997,Free checked bag
522001,No cancellation fee
522005,Free checked bag
522062,Exclusive discounts
522086,Free hotel meal
522111,Free hotel meal
522112,Free hotel meal
522115,Free hotel meal
522118,Exclusive discounts
522134,Free hotel meal
522152,Free hotel meal
522171,No cancellation fee
522179,Exclusive discounts
522184,Free hotel meal
522201,Free hotel meal
522223,1 night free hotel with flight
522233,1 night free hotel with flight
522237,Exclusive discounts
522263,Free checked bag
522265,Exclusive discounts
522276,Free checked bag
522286,Free checked bag
522315,No cancellation fee
522323,1 night free hotel with flight
522364,Exclusive discounts
522373,Free checked bag
522375,1 night free hotel with flight
522387,Exclusive discounts
522402,Exclusive discounts
522420,Free checked bag
522426,No cancellation fee
522427,Exclusive discounts
522438,No cancellation fee
522441,1 night free hotel with flight
522445,Free checked bag
522457,No cancellation fee
522465,Free checked bag
522476,1 night free hotel with flight
522484,Free checked bag
522513,No cancellation fee
522523,Free hotel meal
522532,No cancellation fee
522533,Free checked bag
522585,Free checked bag
522607,Free checked bag
522624,No cancellation fee
522631,Exclusive discounts
522633,Exclusive discounts
522634,1 night free hotel with flight
522639,Exclusive discounts
522654,Exclusive discounts
522687,Free hotel meal
522738,Free checked bag
522745,Free checked bag
522748,Free checked bag
522761,Free checked bag
522788,Free hotel meal
522800,Exclusive discounts
522809,No cancellation fee
522873,Free hotel meal
522898,Exclusive discounts
522911,Free hotel meal
522927,Free checked bag
522937,No cancellation fee
522939,No cancellation fee
522943,No cancellation fee
522944,Free checked bag
522970,1 night free hotel with flight
522981,Exclusive discounts
522999,Free checked bag
523030,Free checked bag
523057,Free hotel meal
523073,Free hotel meal
523077,No cancellation fee
523090,Free hotel meal
523098,No cancellation fee
523146,1 night free hotel with flight
523158,No cancellation fee
523209,1 night free hotel with flight
523228,1 night free hotel with flight
523231,No cancellation fee
523256,Free checked bag
523271,Exclusive discounts
523273,Free checked bag
523290,Exclusive discounts
523299,Free checked bag
523301,Free hotel meal
523335,Exclusive discounts
523338,Free hotel meal
523392,No cancellation fee
523395,1 night free hotel with flight
523442,1 night free hotel with flight
523454,1 night free hotel with flight
523465,1 night free hotel with flight
523474,No cancellation fee
523484,Free checked bag
523503,Free hotel meal
523505,1 night free hotel with flight
523511,1 night free hotel with flight
523513,1 night free hotel with flight
523517,Free checked bag
523526,Exclusive discounts
523546,Free hotel meal
523559,Free checked bag
523612,Free checked bag
523619,Free hotel meal
523657,Free checked bag
523666,No cancellation fee
523686,Free checked bag
523690,No cancellation fee
523700,No cancellation fee
523710,Exclusive discounts
523715,Free checked bag
523717,1 night free hotel with flight
523729,Free hotel meal
523735,No cancellation fee
523746,Free checked bag
523756,1 night free hotel with flight
523768,Free checked bag
523771,Free hotel meal
523787,Free checked bag
523800,Exclusive discounts
523807,Free checked bag
523819,Exclusive discounts
523824,Exclusive discounts
523841,1 night free hotel with flight
523842,1 night free hotel with flight
523845,Free hotel meal
523846,Free hotel meal
523860,Free hotel meal
523866,Exclusive discounts
523877,Exclusive discounts
523887,Exclusive discounts
523913,Free hotel meal
523938,Free checked bag
523981,Exclusive discounts
524001,1 night free hotel with flight
524012,1 night free hotel with flight
524031,1 night free hotel with flight
524036,Free checked bag
524038,Free checked bag
524043,1 night free hotel with flight
524046,Free checked bag
524052,No cancellation fee
524057,Free hotel meal
524076,Free hotel meal
524080,Free checked bag
524098,No cancellation fee
524116,No cancellation fee
524120,No cancellation fee
524151,No cancellation fee
524167,No cancellation fee
524169,Free hotel meal
524172,No cancellation fee
524180,1 night free hotel with flight
524194,Free checked bag
524200,1 night free hotel with flight
524211,1 night free hotel with flight
524214,1 night free hotel with flight
524226,No cancellation fee
524244,No cancellation fee
524251,Free hotel meal
524278,Free hotel meal
524313,Exclusive discounts
524318,Free hotel meal
524328,Exclusive discounts
524358,Free hotel meal
524365,No cancellation fee
524383,Exclusive discounts
524407,No cancellation fee
524412,1 night free hotel with flight
524419,Free checked bag
524448,Free hotel meal
524473,1 night free hotel with flight
524484,Free checked bag
524511,Free checked bag
524572,Free checked bag
524606,Free checked bag
524607,1 night free hotel with flight
524615,No cancellation fee
524620,Free checked bag
524628,Free checked bag
524637,No cancellation fee
524644,Free checked bag
524650,Exclusive discounts
524663,Free checked bag
524668,Exclusive discounts
524682,Exclusive discounts
524722,No cancellation fee
524728,Exclusive discounts
524739,Exclusive discounts
524766,Free hotel meal
524797,Free hotel meal
524805,Free hotel meal
524807,Free hotel meal
524821,Free hotel meal
524834,No cancellation fee
524842,Free hotel meal
524849,Free hotel meal
524861,Exclusive discounts
524880,Free hotel meal
524885,Exclusive discounts
524895,1 night free hotel with flight
524909,No cancellation fee
524913,Exclusive discounts
524923,Exclusive discounts
524926,Exclusive discounts
524929,1 night free hotel with flight
524940,Free hotel meal
524980,Exclusive discounts
525022,Free checked bag
525034,Free checked bag
525043,Free checked bag
525053,No cancellation fee
525056,1 night free hotel with flight
525081,Free checked bag
525089,1 night free hotel with flight
525102,No cancellation fee
525106,Free checked bag
525168,1 night free hotel with flight
525175,Free hotel meal
525176,No cancellation fee
525201,Exclusive discounts
525212,No cancellation fee
525227,1 night free hotel with flight
525234,1 night free hotel with flight
525244,Free checked bag
525265,No cancellation fee
525281,No cancellation fee
525308,No cancellation fee
525323,Free checked bag
525332,1 night free hotel with flight
525356,No cancellation fee
525377,Free checked bag
525379,Exclusive discounts
525389,Exclusive discounts
525405,Exclusive discounts
525410,No cancellation fee
525415,Free hotel meal
525447,Free checked bag
525488,Free checked bag
525515,Free hotel meal
525529,Exclusive discounts
525546,No cancellation fee
525555,Free hotel meal
525591,Exclusive discounts
525610,1 night free hotel with flight
525611,Exclusive discounts
525615,No cancellation fee
525631,Free checked bag
525647,Free hotel meal
525671,No cancellation fee
525684,1 night free hotel with flight
525716,Exclusive discounts
525722,1 night free hotel with flight
525734,Exclusive discounts
525761,1 night free hotel with flight
525769,No cancellation fee
525789,No cancellation fee
525804,Free hotel meal
525806,Exclusive discounts
525824,Free checked bag
525842,No cancellation fee
525844,1 night free hotel with flight
525848,Free hotel meal
525864,Free hotel meal
525879,1 night free hotel with flight
525920,No cancellation fee
525975,No cancellation fee
525996,1 night free hotel with flight
526032,Free hotel meal
526036,Free hotel meal
526062,No cancellation fee
526079,Free checked bag
526084,No cancellation fee
526102,1 night free hotel with flight
526144,No cancellation fee
526154,Free hotel meal
526174,Free checked bag
526179,Exclusive discounts
526184,No cancellation fee
526203,Free hotel meal
526206,Free hotel meal
526221,Free checked bag
526235,1 night free hotel with flight
526239,Exclusive discounts
526256,1 night free hotel with flight
526258,No cancellation fee
526291,No cancellation fee
526297,1 night free hotel with flight
526303,Free hotel meal
526308,1 night free hotel with flight
526332,1 night free hotel with flight
526354,1 night free hotel with flight
526365,No cancellation fee
526367,1 night free hotel with flight
526372,Exclusive discounts
526378,No cancellation fee
526409,Exclusive discounts
526431,Exclusive discounts
526435,Free hotel meal
526443,Free checked bag
526445,No cancellation fee
526471,1 night free hotel with flight
526490,Exclusive discounts
526492,Exclusive discounts
526495,Free hotel meal
526540,1 night free hotel with flight
526565,Exclusive discounts
526570,1 night free hotel with flight
526628,1 night free hotel with flight
526668,Free hotel meal
526676,Free hotel meal
526683,1 night free hotel with flight
526690,Free hotel meal
526711,No cancellation fee
526727,Free checked bag
526729,1 night free hotel with flight
526740,No cancellation fee
526759,Free hotel meal
526782,1 night free hotel with flight
526789,No cancellation fee
526837,1 night free hotel with flight
526855,No cancellation fee
526858,Free hotel meal
526867,1 night free hotel with flight
526872,Free hotel meal
526873,Free checked bag
526900,Exclusive discounts
526901,No cancellation fee
526905,Exclusive discounts
526913,No cancellation fee
526916,Free hotel meal
526925,No cancellation fee
526950,No cancellation fee
526959,Exclusive discounts
526970,Exclusive discounts
527001,Free hotel meal
527004,Free checked bag
527019,Exclusive discounts
527038,No cancellation fee
527046,Free hotel meal
527075,No cancellation fee
527081,Free hotel meal
527082,No cancellation fee
527109,1 night free hotel with flight
527130,Free checked bag
527132,No cancellation fee
527133,1 night free hotel with flight
527141,Exclusive discounts
527142,No cancellation fee
527150,Exclusive discounts
527154,Free checked bag
527158,1 night free hotel with flight
527187,Free hotel meal
527197,Exclusive discounts
527219,Free checked bag
527232,Exclusive discounts
527253,No cancellation fee
527280,1 night free hotel with flight
527321,No cancellation fee
527326,Exclusive discounts
527344,Free checked bag
527346,No cancellation fee
527354,No cancellation fee
527359,Free hotel meal
527365,Free hotel meal
527389,Free hotel meal
527393,Exclusive discounts
527396,Free checked bag
527401,1 night free hotel with flight
527406,Exclusive discounts
527445,1 night free hotel with flight
527451,No cancellation fee
527452,Free checked bag
527455,Free checked bag
527464,1 night free hotel with flight
527467,Free checked bag
527470,Exclusive discounts
527490,Free hotel meal
527507,No cancellation fee
527508,No cancellation fee
527518,Free checked bag
527524,No cancellation fee
527536,Free hotel meal
527541,Free hotel meal
527552,Free hotel meal
527560,Free hotel meal
527564,Exclusive discounts
527585,1 night free hotel with flight
527605,No cancellation fee
527689,No cancellation fee
527690,No cancellation fee
527726,Free hotel meal
527735,Exclusive discounts
527750,Free hotel meal
527782,1 night free hotel with flight
527783,No cancellation fee
527801,Free hotel meal
527824,Exclusive discounts
527850,No cancellation fee
527857,Free hotel meal
527886,Free checked bag
527928,No cancellation fee
527944,No cancellation fee
527945,Free hotel meal
527984,Exclusive discounts
527987,Free hotel meal
527995,No cancellation fee
528020,Exclusive discounts
528028,1 night free hotel with flight
528046,Free checked bag
528061,1 night free hotel with flight
528098,Free hotel meal
528105,No cancellation fee
528122,1 night free hotel with flight
528137,Free hotel meal
528139,Free hotel meal
528158,No cancellation fee
528164,No cancellation fee
528179,Free hotel meal
528186,1 night free hotel with flight
528193,1 night free hotel with flight
528216,No cancellation fee
528242,Free hotel meal
528244,Exclusive discounts
528248,Exclusive discounts
528281,1 night free hotel with flight
528322,1 night free hotel with flight
528330,Free hotel meal
528354,No cancellation fee
528372,Free hotel meal
528378,Free checked bag
528379,No cancellation fee
528411,1 night free hotel with flight
528413,Free hotel meal
528417,Free checked bag
528421,1 night free hotel with flight
528455,Free hotel meal
528461,No cancellation fee
528490,No cancellation fee
528500,Free checked bag
528522,Exclusive discounts
528528,Free checked bag
528542,1 night free hotel with flight
528567,Exclusive discounts
528580,Free checked bag
528612,Free hotel meal
528657,1 night free hotel with flight
528661,Exclusive discounts
528683,No cancellation fee
528688,No cancellation fee
528690,Free hotel meal
528706,Free checked bag
528723,Free hotel meal
528735,Free hotel meal
528743,Free checked bag
528744,1 night free hotel with flight
528777,No cancellation fee
528816,No cancellation fee
528826,No cancellation fee
528827,No cancellation fee
528828,No cancellation fee
528829,Exclusive discounts
528839,1 night free hotel with flight
528842,Free checked bag
528844,Exclusive discounts
528906,Exclusive discounts
528909,No cancellation fee
528929,Free hotel meal
528930,Free hotel meal
528936,Free hotel meal
528942,No cancellation fee
528953,Free checked bag
528965,Free checked bag
528967,Exclusive discounts
528995,1 night free hotel with flight
528999,1 night free hotel with flight
529019,Free checked bag
529023,Free hotel meal
529048,Free checked bag
529050,Free checked bag
529082,Free checked bag
529205,1 night free hotel with flight
529214,No cancellation fee
529216,No cancellation fee
529224,1 night free hotel with flight
529229,Free checked bag
529231,Exclusive discounts
529237,Free hotel meal
529249,Free hotel meal
529284,No cancellation fee
529309,No cancellation fee
529332,No cancellation fee
529338,1 night free hotel with flight
529362,1 night free hotel with flight
529406,1 night free hotel with flight
529420,Free hotel meal
529421,1 night free hotel with flight
529422,Free hotel meal
529424,Free hotel meal
529428,Free hotel meal
529436,1 night free hotel with flight
529488,Exclusive discounts
529501,Free hotel meal
529502,No cancellation fee
529510,Free hotel meal
529513,No cancellation fee
529520,Free hotel meal
529566,Free hotel meal
529602,Free checked bag
529677,Free hotel meal
529678,No cancellation fee
529689,Free hotel meal
529695,Exclusive discounts
529704,Free checked bag
529734,1 night free hotel with flight
529737,Free hotel meal
529768,1 night free hotel with flight
529781,No cancellation fee
529783,Exclusive discounts
529787,Exclusive discounts
529801,Free hotel meal
529831,Exclusive discounts
529840,No cancellation fee
529845,Exclusive discounts
529857,Free hotel meal
529879,No cancellation fee
529887,Free hotel meal
529913,Free hotel meal
529940,Free hotel meal
529972,Free hotel meal
530004,Free hotel meal
530039,No cancellation fee
530090,Free hotel meal
530118,1 night free hotel with flight
530188,No cancellation fee
530196,Free checked bag
530199,Exclusive discounts
530213,Exclusive discounts
530223,Exclusive discounts
