"user_id","bags","avg_hotel_nights","trips_booked","flights_booked","return_booked","hotels_booked","packages_booked","cancellations","f_discount","h_discount","total_sessions","avg_room_price","avg_flight_price","avg_flight_discount","avg_room_discount","f_discount_per","h_discount_per","avg_clicks","session_in_seconds","avg_distance","trips_ratio","trips_per_click","clicks_per_session","cancellations_ratio","flights_ratio","hotels_ratio","packages_per_session","f_discounted_price","h_discounted_price","return_ratio","f_discount_ratio","h_discount_ratio","package_per_trip","bags_per_flight","price_per_km","discount_per_km"
"510582","0","5.5000000000000000","2","1","1","2","1","0","2","1","8","207.00","33.15","","12.95","0.12500000000000000000","0.05000000000000000000","17.00","126.375","175","0.25","0.12","2.13","0.00","0.13","0.25","0.13","29.01","196.65","1.00","0.25","0.13","0.50","0.00","0.18942857142857142",""
"510585","1","13.0000000000000000","1","1","1","1","1","0","0","0","8","239.00","1134.86","","","","","12.50","93.25","3203","0.13","0.08","1.56","0.00","0.13","0.13","0.13","","","1.00","0.00","0.00","1.00","1.00","0.35431158289103964",""
"510586","2","3.8000000000000000","5","5","4","5","5","0","2","0","8","96.00","437.55","","","0.10000000000000000000","","19.00","141.375","2119","0.63","0.26","2.38","0.00","0.63","0.63","0.63","393.80","","0.80","0.25","0.00","1.00","0.40","0.206488909863143",""
"510610","0","6.0000000000000000","1","1","1","1","1","0","0","3","8","134.00","523.74","","20.10","","0.10000000000000000000","10.50","78.125","2595","0.13","0.10","1.31","0.00","0.13","0.13","0.13","","120.60","1.00","0.00","0.38","1.00","0.00","0.20182658959537572",""
"510618","0","3.0000000000000000","3","2","1","3","2","0","3","1","8","174.33","274.89","","17.80","0.08333333333333333333","0.20000000000000000000","15.13","112.625","1974","0.38","0.20","1.89","0.00","0.25","0.38","0.25","251.98","139.46","0.50","0.38","0.13","0.67","0.00","0.13925531914893616",""
"510676","1","1.3333333333333333","3","3","3","3","3","0","0","2","8","45.67","290.70","","","","0.10000000000000000000","15.63","117.625","1566","0.38","0.19","1.95","0.00","0.38","0.38","0.38","","41.10","1.00","0.00","0.25","1.00","0.33","0.18563218390804598",""
"510686","0","2.6666666666666667","3","2","2","3","2","0","2","1","8","276.00","578.89","173.87","","0.12500000000000000000","0.10000000000000000000","20.00","148.25","1734","0.38","0.15","2.50","0.00","0.25","0.38","0.25","506.53","248.40","1.00","0.25","0.13","0.67","0.00","0.3338465974625144","0.10027104959630911"
"510694","2","1.6000000000000000","5","5","5","5","5","1","1","2","9","119.00","760.78","","14.10","","0.15000000000000000000","54.67","241.11111111111111","3859","0.56","0.09","6.07","0.11","0.56","0.56","0.56","","101.15","1.00","0.11","0.22","1.00","0.40","0.197144337911376",""
"510700","3","3.0000000000000000","5","4","2","5","4","1","3","2","9","153.60","219.83","13.43","","0.15000000000000000000","0.05000000000000000000","48.00","191.22222222222223","2161","0.56","0.10","5.33","0.11","0.44","0.56","0.44","186.86","145.92","0.50","0.33","0.22","0.80","0.75","0.10172605275335493","0.006214715409532624"
"510707","2","2.0000000000000000","2","2","2","1","1","0","2","0","8","175.00","128.99","","","0.20000000000000000000","","13.00","98","522","0.25","0.15","1.63","0.00","0.25","0.13","0.13","103.19","","1.00","0.25","0.00","0.50","1.00","0.24710727969348661",""
"510719","","20.0000000000000000","1","0","0","1","0","0","2","1","9","97.00","","","","0.12500000000000000000","0.10000000000000000000","12.11","90.11111111111111","","0.11","0.08","1.35","0.00","0.00","0.11","0.00","","87.30","","0.22","0.11","0.00","","",""
"510733","2","2.0000000000000000","2","2","2","1","1","0","2","1","8","108.00","373.38","","16.20","0.12500000000000000000","0.15000000000000000000","11.50","85.625","1941","0.25","0.17","1.44","0.00","0.25","0.13","0.13","326.71","91.80","1.00","0.25","0.13","0.50","1.00","0.19236476043276662",""
"510754","1","2.0000000000000000","5","4","4","5","4","0","2","1","8","126.40","321.08","109.43","","0.15000000000000000000","0.05000000000000000000","19.38","143.75","1654","0.63","0.26","2.42","0.00","0.50","0.63","0.50","272.92","120.08","1.00","0.25","0.13","0.80","0.25","0.19412333736396614","0.06616082224909312"
"510779","2","1.5000000000000000","4","3","3","4","3","0","0","0","8","166.25","822.04","","","","","16.50","123.875","2887","0.50","0.24","2.06","0.00","0.38","0.50","0.38","","","1.00","0.00","0.00","0.75","0.67","0.28473848285417386",""
"510805","2","5.0000000000000000","2","1","1","2","1","0","2","0","8","100.00","388.86","","","0.10000000000000000000","","16.50","122.5","2180","0.25","0.12","2.06","0.00","0.13","0.25","0.13","349.97","","1.00","0.25","0.00","0.50","2.00","0.17837614678899083",""
"510815","1","5.0000000000000000","4","4","3","4","4","0","2","0","9","225.25","356.89","27.84","","0.15000000000000000000","","18.67","138.66666666666666","2341","0.44","0.21","2.07","0.00","0.44","0.44","0.44","303.36","","0.75","0.22","0.00","1.00","0.25","0.15245194361384024","0.011892353695002135"
"510822","1","6.0000000000000000","4","3","3","3","2","0","2","6","9","212.67","522.74","170.75","42.13","0.17500000000000000000","0.15000000000000000000","15.11","112.11111111111111","2897","0.44","0.26","1.68","0.00","0.33","0.33","0.22","431.26","180.77","1.00","0.22","0.67","0.50","0.33","0.1804418363824646","0.058940283051432514"
"510828","","","0","0","0","0","0","0","2","0","9","","","","","0.20000000000000000000","","11.56","86","","0.00","0.00","1.28","0.00","0.00","0.00","0.00","","","","0.22","0.00","","","",""
"510836","3","1.2000000000000000","5","5","5","5","5","0","1","0","8","138.20","228.36","","","0.15000000000000000000","","20.50","153.125","1266","0.63","0.24","2.56","0.00","0.63","0.63","0.63","194.11","","1.00","0.13","0.00","1.00","0.60","0.1803791469194313",""
"510841","4","2.0000000000000000","9","9","9","9","9","1","1","2","10","155.00","553.44","","16.20","","0.10000000000000000000","39.60","445.3","2271","0.90","0.23","3.96","0.10","0.90","0.90","0.90","","139.50","1.00","0.10","0.20","1.00","0.44","0.24369881109643332",""
"510890","4","3.6666666666666667","5","4","4","3","2","0","1","1","9","117.00","313.68","","11.70","0.05000000000000000000","0.10000000000000000000","17.44","131.11111111111111","1767","0.56","0.29","1.94","0.00","0.44","0.33","0.22","298.00","105.30","1.00","0.11","0.11","0.40","1.00","0.17752122241086588",""
"510899","1","3.0000000000000000","2","2","2","2","2","0","2","1","10","274.00","161.73","","","0.12500000000000000000","0.05000000000000000000","13.30","99.7","957","0.20","0.15","1.33","0.00","0.20","0.20","0.20","141.51","260.30","1.00","0.20","0.10","1.00","0.50","0.16899686520376175",""
"510944","3","1.00000000000000000000","6","6","6","3","3","0","1","3","8","242.33","279.23","22.49","14.40","0.10000000000000000000","0.10000000000000000000","18.63","140","1226","0.75","0.32","2.33","0.00","0.75","0.38","0.38","251.31","218.10","1.00","0.13","0.38","0.50","0.50","0.22775693311582385","0.0183442088091354"
"510946","2","5.3333333333333333","3","3","3","3","3","0","3","1","8","184.00","721.88","","","0.11666666666666666667","0.05000000000000000000","20.75","154.75","2692","0.38","0.14","2.59","0.00","0.38","0.38","0.38","637.66","174.80","1.00","0.38","0.13","1.00","0.67","0.26815750371471025",""
"510953","0","0.00000000000000000000","2","2","2","1","1","0","0","2","8","165.00","670.95","","","","0.10000000000000000000","19.13","142.875","2309","0.25","0.10","2.39","0.00","0.25","0.13","0.13","","148.50","1.00","0.00","0.25","0.50","0.00","0.2905803378085752",""
"510960","1","2.0000000000000000","3","3","3","2","2","0","1","0","8","143.50","231.42","","","0.39999999999999990000","","20.88","154.75","1254","0.38","0.14","2.61","0.00","0.38","0.25","0.25","138.85","","1.00","0.13","0.00","0.67","0.33","0.18454545454545454",""
"510961","2","3.0000000000000000","4","3","2","4","3","0","2","1","8","197.75","404.60","35.58","","0.12500000000000000000","0.15000000000000000000","17.63","132","2576","0.50","0.23","2.20","0.00","0.38","0.50","0.38","354.03","168.09","0.67","0.25","0.13","0.75","0.67","0.15706521739130436","0.013812111801242236"
"510972","2","2.0000000000000000","3","3","3","3","3","0","2","0","8","375.33","394.24","100.46","","0.10000000000000000000","","15.50","117.75","1290","0.38","0.19","1.94","0.00","0.38","0.38","0.38","354.82","","1.00","0.25","0.00","1.00","0.67","0.3056124031007752","0.07787596899224805"
"511017","1","1.00000000000000000000","1","1","1","1","1","0","2","0","8","177.00","511.25","","","0.12500000000000000000","","12.00","89.375","2883","0.13","0.08","1.50","0.00","0.13","0.13","0.13","447.34","","1.00","0.25","0.00","1.00","1.00","0.17733263961151577",""
"511055","1","1.5000000000000000","2","2","2","2","2","0","2","0","8","191.00","314.46","44.84","","0.12500000000000000000","","13.63","101.625","1136","0.25","0.15","1.70","0.00","0.25","0.25","0.25","275.15","","1.00","0.25","0.00","1.00","0.50","0.2768133802816901","0.039471830985915494"
"511066","0","1.6666666666666667","3","3","3","3","3","0","1","0","8","155.67","335.23","22.95","","0.05000000000000000000","","22.25","164.5","1392","0.38","0.13","2.78","0.00","0.38","0.38","0.38","318.47","","1.00","0.13","0.00","1.00","0.00","0.24082614942528738","0.01648706896551724"
"511093","0","3.0000000000000000","3","2","2","3","2","0","3","2","8","137.00","221.68","29.62","14.80","0.16666666666666666667","0.10000000000000000000","16.13","121","1280","0.38","0.19","2.02","0.00","0.25","0.38","0.25","184.73","123.30","1.00","0.38","0.25","0.67","0.00","0.1731875","0.023140625"
"511122","0","2.0000000000000000","2","2","2","2","2","0","2","1","8","186.50","94.47","17.95","","0.15000000000000000000","0.05000000000000000000","14.00","103.625","499","0.25","0.14","1.75","0.00","0.25","0.25","0.25","80.30","177.18","1.00","0.25","0.13","1.00","0.00","0.1893186372745491","0.03597194388777555"
"511125","3","2.0000000000000000","3","3","3","3","3","0","3","3","8","92.33","360.17","35.38","10.15","0.05000000000000000000","0.16666666666666666667","12.38","92","1965","0.38","0.24","1.55","0.00","0.38","0.38","0.38","342.16","76.94","1.00","0.38","0.38","1.00","1.00","0.18329262086513995","0.018005089058524174"
"511126","2","4.0000000000000000","5","3","3","5","3","0","2","1","9","176.40","775.42","","36.30","0.12500000000000000000","0.10000000000000000000","16.67","123.22222222222223","2945","0.56","0.30","1.85","0.00","0.33","0.56","0.33","678.49","158.76","1.00","0.22","0.11","0.60","0.67","0.26330050933786076",""
"511140","0","16.0000000000000000","3","2","2","2","1","0","2","1","8","88.50","331.35","5.03","5.90","0.12500000000000000000","0.05000000000000000000","16.38","121.5","1014","0.38","0.18","2.05","0.00","0.25","0.25","0.13","289.93","84.08","1.00","0.25","0.13","0.33","0.00","0.3267751479289941","0.004960552268244576"
"511142","4","4.3333333333333333","3","3","3","3","3","0","2","1","8","123.67","232.08","","","0.22500000000000000000","0.15000000000000000000","16.50","122.75","930","0.38","0.18","2.06","0.00","0.38","0.38","0.38","179.86","105.12","1.00","0.25","0.13","1.00","1.33","0.2495483870967742",""
"511145","1","6.3333333333333333","3","1","1","3","1","0","2","2","8","147.67","43.19","17.28","6.70","0.24999999999999995000","0.10000000000000000000","12.25","91.25","250","0.38","0.24","1.53","0.00","0.13","0.38","0.13","32.39","132.90","1.00","0.25","0.25","0.33","1.00","0.17276","0.06912"
"511148","0","4.6666666666666667","3","2","2","3","2","0","1","3","8","219.67","650.43","","28.95","0.05000000000000000000","0.21666666666666666667","13.50","100.875","3550","0.38","0.22","1.69","0.00","0.25","0.38","0.25","617.91","172.07","1.00","0.13","0.38","0.67","0.00","0.18321971830985914",""
"511160","0","3.0000000000000000","3","3","3","2","2","0","2","0","8","123.00","395.78","","","0.30000000000000000000","","16.88","126.25","2285","0.38","0.18","2.11","0.00","0.38","0.25","0.25","277.05","","1.00","0.25","0.00","0.67","0.00","0.17320787746170677",""
"511178","2","2.2500000000000000","4","3","3","4","3","0","1","2","8","115.00","405.64","20.57","27.05","0.20000000000000000000","0.17500000000000000000","21.63","161.5","2226","0.50","0.18","2.70","0.00","0.38","0.50","0.38","324.51","94.88","1.00","0.13","0.25","0.75","0.67","0.1822282120395328","0.009240790655884996"
"511195","1","3.5000000000000000","2","1","1","2","1","0","0","1","8","182.50","573.78","","","","0.15000000000000000000","19.00","140","3290","0.25","0.11","2.38","0.00","0.13","0.25","0.13","","155.13","1.00","0.00","0.13","0.50","1.00","0.1744012158054711",""
"511208","4","6.3333333333333333","3","3","2","3","3","0","4","1","8","309.33","381.49","53.17","","0.13750000000000000000","0.10000000000000000000","13.38","99.5","2319","0.38","0.22","1.67","0.00","0.38","0.38","0.38","329.04","278.40","0.67","0.50","0.13","1.00","1.33","0.16450625269512723","0.022927986200948686"
"511219","","2.0000000000000000","1","0","0","1","0","0","1","0","8","103.00","","","","0.10000000000000000000","","7.38","54.75","","0.13","0.14","0.92","0.00","0.00","0.13","0.00","","","","0.13","0.00","0.00","","",""
"511223","4","8.0000000000000000","5","5","5","4","4","1","3","2","10","195.25","210.20","","28.20","0.07500000000000000000","0.15000000000000000000","43.00","171.1","1002","0.50","0.12","4.30","0.10","0.50","0.40","0.40","194.44","165.96","1.00","0.30","0.20","0.80","0.80","0.20978043912175648",""
"511238","","","0","0","0","0","0","0","1","1","8","","","","","0.20000000000000000000","0.20000000000000000000","9.50","70.25","","0.00","0.00","1.19","0.00","0.00","0.00","0.00","","","","0.13","0.13","","","",""
"511260","1","5.5000000000000000","2","1","1","2","1","0","1","0","8","253.00","720.00","","","0.05000000000000000000","","19.00","140.5","4271","0.25","0.11","2.38","0.00","0.13","0.25","0.13","684.00","","1.00","0.13","0.00","0.50","1.00","0.1685787871692812",""
"511298","3","4.2500000000000000","4","3","3","4","3","0","1","1","8","129.50","265.70","","7.20","0.15000000000000000000","0.10000000000000000000","22.00","162.625","1525","0.50","0.18","2.75","0.00","0.38","0.50","0.38","225.85","116.55","1.00","0.13","0.13","0.75","1.00","0.1742295081967213",""
"511314","1","5.3333333333333333","3","2","2","3","2","0","0","0","9","129.00","957.45","","","","","17.11","126.88888888888889","3659","0.33","0.18","1.90","0.00","0.22","0.33","0.22","","","1.00","0.00","0.00","0.67","0.50","0.2616698551516808",""
"511326","2","3.0000000000000000","3","3","3","3","3","0","2","0","8","122.33","466.14","168.55","","0.30000000000000000000","","16.38","121","2644","0.38","0.18","2.05","0.00","0.38","0.38","0.38","326.30","","1.00","0.25","0.00","1.00","0.67","0.17630105900151286","0.06374810892586989"
"511328","0","6.5000000000000000","2","1","1","2","1","0","0","1","8","90.00","407.38","","4.90","","0.05000000000000000000","11.38","84.375","2400","0.25","0.18","1.42","0.00","0.13","0.25","0.13","","85.50","1.00","0.00","0.13","0.50","0.00","0.16974166666666665",""
"511331","4","1.2000000000000000","8","8","8","6","6","1","3","3","9","277.80","832.04","76.83","20.38","0.12500000000000000000","0.07500000000000000000","30.22","122.88888888888889","3573","0.89","0.26","3.36","0.11","0.89","0.67","0.67","728.04","256.97","1.00","0.33","0.33","0.75","0.50","0.2328687377553876","0.021502938706968934"
"511364","2","1.3333333333333333","3","3","3","3","3","0","0","2","8","198.33","483.63","","","","0.15000000000000000000","28.13","208.875","2793","0.38","0.11","3.52","0.00","0.38","0.38","0.38","","168.58","1.00","0.00","0.25","1.00","0.67","0.1731578947368421",""
"511377","","4.0000000000000000","2","0","0","2","0","0","2","0","8","344.50","","","","0.07500000000000000000","","18.75","140.75","","0.25","0.11","2.34","0.00","0.00","0.25","0.00","","","","0.25","0.00","0.00","","",""
"511379","3","2.3333333333333333","3","3","3","3","3","0","2","0","9","155.67","228.15","4.27","","0.10000000000000000000","","14.33","107.33333333333333","1201","0.33","0.21","1.59","0.00","0.33","0.33","0.33","205.34","","1.00","0.22","0.00","1.00","1.00","0.18996669442131559","0.003555370524562864"
"511397","1","1.8000000000000000","5","5","5","5","5","0","3","0","9","201.20","403.50","11.17","","0.11666666666666666667","","19.22","143.22222222222223","1860","0.56","0.26","2.14","0.00","0.56","0.56","0.56","356.42","","1.00","0.33","0.00","1.00","0.20","0.21693548387096775","0.006005376344086022"
"511398","3","4.2000000000000000","5","5","4","5","5","0","0","2","8","216.80","391.89","","20.50","","0.17500000000000000000","26.25","194.375","2696","0.63","0.19","3.28","0.00","0.63","0.63","0.63","","178.86","0.80","0.00","0.25","1.00","0.60","0.14535979228486645",""
"511399","1","6.0000000000000000","2","2","2","1","1","0","0","2","9","65.00","660.36","","","","0.12500000000000000000","12.67","94.44444444444444","3565","0.22","0.16","1.41","0.00","0.22","0.11","0.11","","56.88","1.00","0.00","0.22","0.50","0.50","0.18523422159887798",""
"511418","1","4.0000000000000000","2","2","2","1","1","0","1","2","8","128.00","736.58","183.98","12.80","0.25000000000000000000","0.10000000000000000000","12.63","94.125","3839","0.25","0.16","1.58","0.00","0.25","0.13","0.13","552.44","115.20","1.00","0.13","0.25","0.50","0.50","0.19186767387340453","0.04792393852565772"
"511424","0","8.0000000000000000","2","1","1","2","1","0","3","0","8","148.50","375.26","","","0.11666666666666666667","","13.13","96.5","2218","0.25","0.15","1.64","0.00","0.13","0.25","0.13","331.48","","1.00","0.38","0.00","0.50","0.00","0.16918845807033364",""
"511433","3","4.5000000000000000","5","4","4","4","3","0","0","2","9","123.50","502.09","","18.70","","0.17500000000000000000","13.33","99.66666666666667","2400","0.56","0.38","1.48","0.00","0.44","0.44","0.33","","101.89","1.00","0.00","0.22","0.60","0.75","0.20920416666666666",""
"511440","1","3.5000000000000000","2","2","2","2","2","0","4","0","8","161.00","310.17","","","0.13750000000000000000","","17.38","131.75","1790","0.25","0.12","2.17","0.00","0.25","0.25","0.25","267.52","","1.00","0.50","0.00","1.00","0.50","0.17327932960893855",""
"511455","2","2.0000000000000000","3","3","3","1","1","0","1","1","8","161.00","515.46","","","0.20000000000000000000","0.10000000000000000000","17.63","132.125","2770","0.38","0.17","2.20","0.00","0.38","0.13","0.13","412.37","144.90","1.00","0.13","0.13","0.33","0.67","0.18608664259927798",""
"511469","2","3.5000000000000000","3","2","2","2","1","0","0","0","8","127.50","355.79","","","","","11.75","87.375","2062","0.38","0.26","1.47","0.00","0.25","0.25","0.13","","","1.00","0.00","0.00","0.33","1.00","0.17254607177497577",""
"511489","1","5.0000000000000000","3","1","1","3","1","0","1","1","8","164.00","1052.13","","38.40","0.25000000000000000000","0.15000000000000000000","19.75","147.5","3207","0.38","0.15","2.47","0.00","0.13","0.38","0.13","789.10","139.40","1.00","0.13","0.13","0.33","1.00","0.32807296538821334",""
"511502","2","5.5000000000000000","2","2","2","2","2","0","2","1","10","255.50","307.24","","","0.17500000000000000000","0.20000000000000000000","20.30","150.5","1690","0.20","0.10","2.03","0.00","0.20","0.20","0.20","253.47","204.40","1.00","0.20","0.10","1.00","1.00","0.18179881656804733",""
"511504","0","2.3333333333333333","3","3","3","3","3","0","1","0","8","168.67","506.54","","","0.05000000000000000000","","17.00","127","2787","0.38","0.18","2.13","0.00","0.38","0.38","0.38","481.21","","1.00","0.13","0.00","1.00","0.00","0.18175098672407608",""
"511535","2","4.0000000000000000","3","3","3","2","2","0","1","1","8","162.00","348.48","13.87","24.70","0.05000000000000000000","0.10000000000000000000","19.38","143.5","1770","0.38","0.15","2.42","0.00","0.38","0.25","0.25","331.06","145.80","1.00","0.13","0.13","0.67","0.67","0.1968813559322034","0.007836158192090395"
"511542","2","1.6666666666666667","3","3","3","3","3","0","4","1","8","163.67","1012.27","84.43","","0.13750000000000000000","0.10000000000000000000","14.25","106.875","3883","0.38","0.21","1.78","0.00","0.38","0.38","0.38","873.08","147.30","1.00","0.50","0.13","1.00","0.67","0.2606927633273242","0.02174349729590523"
"511549","1","3.0000000000000000","2","2","2","1","1","0","2","1","8","172.00","91.96","","","0.17500000000000000000","0.05000000000000000000","13.50","100.625","591","0.25","0.15","1.69","0.00","0.25","0.13","0.13","75.87","163.40","1.00","0.25","0.13","0.50","0.50","0.15560067681895093",""
"511552","2","","2","2","2","1","1","1","2","1","8","","478.26","71.74","","0.15000000000000000000","","19.38","345.625","1450","0.25","0.10","2.42","0.13","0.25","0.13","0.13","406.52","","1.00","0.25","0.13","0.50","1.00","0.3298344827586207","0.049475862068965516"
"511554","1","3.5000000000000000","2","2","2","2","2","0","1","0","9","125.50","438.06","","","0.15000000000000000000","","13.89","102","2748","0.22","0.14","1.54","0.00","0.22","0.22","0.22","372.35","","1.00","0.11","0.00","1.00","0.50","0.159410480349345",""
"511560","0","2.0000000000000000","4","4","3","4","4","0","2","0","8","201.25","451.52","103.17","","0.22500000000000000000","","17.63","130.125","2056","0.50","0.23","2.20","0.00","0.50","0.50","0.50","349.93","","0.75","0.25","0.00","1.00","0.00","0.21961089494163424","0.050179961089494164"
"511567","3","5.0000000000000000","5","5","5","4","4","0","1","2","8","139.25","212.97","34.41","","0.05000000000000000000","0.17500000000000000000","20.25","148.125","1114","0.63","0.25","2.53","0.00","0.63","0.50","0.50","202.32","114.88","1.00","0.13","0.25","0.80","0.60","0.19117594254937162","0.03088868940754039"
"511568","0","","1","1","1","0","0","0","2","1","8","","1229.22","","","0.12500000000000000000","0.10000000000000000000","13.38","100","5981","0.13","0.07","1.67","0.00","0.13","0.00","0.00","1075.57","","1.00","0.25","0.13","0.00","0.00","0.20552081591707072",""
"511570","0","5.3333333333333333","3","2","2","3","2","0","0","1","8","444.00","653.04","","","","0.10000000000000000000","20.63","152.875","3364","0.38","0.15","2.58","0.00","0.25","0.38","0.25","","399.60","1.00","0.00","0.13","0.67","0.00","0.1941260404280618",""
"511577","0","0.00000000000000000000","2","2","2","1","1","0","3","1","8","327.00","547.46","59.92","","0.10000000000000000000","0.15000000000000000000","9.88","73.125","3308","0.25","0.20","1.24","0.00","0.25","0.13","0.13","492.71","277.95","1.00","0.38","0.13","0.50","0.00","0.1654957678355502","0.018113663845223702"
"511578","6","3.8000000000000000","5","5","5","5","5","0","3","0","8","140.40","354.30","27.44","","0.05000000000000000000","","19.63","146","1380","0.63","0.25","2.45","0.00","0.63","0.63","0.63","336.59","","1.00","0.38","0.00","1.00","1.20","0.25673913043478264","0.019884057971014495"
"511587","3","1.5000000000000000","2","2","2","2","2","0","0","1","8","83.00","391.29","","","","0.10000000000000000000","16.13","119.5","1922","0.25","0.12","2.02","0.00","0.25","0.25","0.25","","74.70","1.00","0.00","0.13","1.00","1.50","0.20358480749219565",""
"511589","","2.0000000000000000","1","0","0","1","0","0","2","1","8","81.00","","","4.05","0.20000000000000000000","0.05000000000000000000","9.63","72.25","","0.13","0.10","1.20","0.00","0.00","0.13","0.00","","76.95","","0.25","0.13","0.00","","",""
"511608","","6.0000000000000000","1","0","0","1","0","0","2","1","8","209.00","","","","0.12500000000000000000","0.05000000000000000000","14.63","106.625","","0.13","0.07","1.83","0.00","0.00","0.13","0.00","","198.55","","0.25","0.13","0.00","","",""
"511609","1","5.0000000000000000","2","1","1","2","1","0","3","2","8","275.00","1113.68","167.05","113.75","0.13333333333333333333","0.22500000000000000000","10.88","81.625","6567","0.25","0.18","1.36","0.00","0.13","0.25","0.13","965.19","213.13","1.00","0.38","0.25","0.50","1.00","0.16958733059235573","0.02543779503578499"
"511613","4","1.6666666666666667","3","3","2","3","3","0","1","1","8","214.67","370.13","","","0.15000000000000000000","0.05000000000000000000","18.13","134.25","2585","0.38","0.17","2.27","0.00","0.38","0.38","0.38","314.61","203.94","0.67","0.13","0.13","1.00","1.33","0.14318375241779496",""
"511638","1","3.0000000000000000","3","2","2","3","2","0","2","1","8","184.67","398.24","","","0.07500000000000000000","0.20000000000000000000","11.88","89.125","2374","0.38","0.25","1.49","0.00","0.25","0.38","0.25","368.37","147.74","1.00","0.25","0.13","0.67","0.50","0.16775063184498737",""
"511665","3","3.3333333333333333","3","3","3","3","3","1","3","2","8","194.33","685.19","251.59","","0.22500000000000000000","0.10000000000000000000","46.50","160","2830","0.38","0.06","5.81","0.13","0.38","0.38","0.38","531.02","174.90","1.00","0.38","0.25","1.00","1.00","0.2421166077738516","0.08890106007067138"
"511666","2","5.6666666666666667","3","2","2","3","2","0","0","1","8","155.00","199.98","","22.80","","0.10000000000000000000","18.75","139.875","1103","0.38","0.16","2.34","0.00","0.25","0.38","0.25","","139.50","1.00","0.00","0.13","0.67","1.00","0.18130553037171349",""
"511677","2","2.6000000000000000","5","5","5","5","5","1","2","2","8","172.60","487.37","","17.70","0.25000000000000000000","0.10000000000000000000","45.38","200.5","2243","0.63","0.11","5.67","0.13","0.63","0.63","0.63","365.53","155.34","1.00","0.25","0.25","1.00","0.40","0.21728488631297369",""
"511680","2","4.0000000000000000","4","3","3","4","3","0","0","0","8","129.75","311.33","","","","","18.75","140.125","1735","0.50","0.21","2.34","0.00","0.38","0.50","0.38","","","1.00","0.00","0.00","0.75","0.67","0.17944092219020172",""
"511697","2","2.3333333333333333","4","4","3","3","3","0","1","2","8","247.33","190.14","","32.55","0.20000000000000000000","0.12500000000000000000","15.88","116.625","1031","0.50","0.25","1.99","0.00","0.50","0.38","0.38","152.11","216.41","0.75","0.13","0.25","0.75","0.50","0.18442289039767215",""
"511712","2","4.5000000000000000","3","3","3","2","2","0","3","3","8","172.00","346.93","16.25","18.60","0.10000000000000000000","0.08333333333333333333","14.25","105.75","1034","0.38","0.21","1.78","0.00","0.38","0.25","0.25","312.24","157.67","1.00","0.38","0.38","0.67","0.67","0.33552224371373307","0.015715667311411993"
"511726","0","1.5000000000000000","2","2","2","2","2","0","0","0","8","221.00","87.99","","","","","13.25","99.625","458","0.25","0.15","1.66","0.00","0.25","0.25","0.25","","","1.00","0.00","0.00","1.00","0.00","0.192117903930131",""
"511739","3","2.3333333333333333","3","3","3","3","3","0","1","0","9","210.00","567.17","","","0.05000000000000000000","","16.44","121.55555555555556","2683","0.33","0.18","1.83","0.00","0.33","0.33","0.33","538.81","","1.00","0.11","0.00","1.00","1.00","0.211393961982855",""
"511757","","","0","0","0","0","0","0","0","2","8","","","","","","0.07500000000000000000","12.13","90.5","","0.00","0.00","1.52","0.00","0.00","0.00","0.00","","","","0.00","0.25","","","",""
"511762","1","4.3333333333333333","3","2","2","3","2","0","0","0","8","238.33","908.61","","","","","12.88","95.5","3664","0.38","0.23","1.61","0.00","0.25","0.38","0.25","","","1.00","0.00","0.00","0.67","0.50","0.2479830786026201",""
"511764","0","4.0000000000000000","1","1","1","1","1","0","2","0","8","167.00","613.96","","","0.07500000000000000000","","14.50","108.125","3753","0.13","0.07","1.81","0.00","0.13","0.13","0.13","567.91","","1.00","0.25","0.00","1.00","0.00","0.163591793232081",""
"511772","1","5.3333333333333333","3","3","3","3","3","0","0","1","8","99.67","334.01","","10.05","","0.15000000000000000000","11.38","84.375","1743","0.38","0.26","1.42","0.00","0.38","0.38","0.38","","84.72","1.00","0.00","0.13","1.00","0.33","0.19162937464142282",""
"511778","4","3.6666666666666667","3","3","3","3","3","0","0","1","8","221.00","409.07","","11.50","","0.10000000000000000000","18.38","138.25","2731","0.38","0.16","2.30","0.00","0.38","0.38","0.38","","198.90","1.00","0.00","0.13","1.00","1.33","0.1497876235811058",""
"511783","1","2.6666666666666667","4","4","4","3","3","0","1","1","8","128.00","135.73","","7.60","0.15000000000000000000","0.10000000000000000000","17.63","130.75","703","0.50","0.23","2.20","0.00","0.50","0.38","0.38","115.37","115.20","1.00","0.13","0.13","0.75","0.25","0.19307254623044096",""
"511784","4","10.0000000000000000","2","2","2","2","2","1","3","1","9","111.00","3449.39","517.41","","0.15000000000000000000","","21.78","212","23057","0.22","0.09","2.42","0.11","0.22","0.22","0.22","2931.98","","1.00","0.33","0.11","1.00","2.00","0.1496027236847812","0.022440473608882332"
"511800","5","2.2857142857142857","7","6","6","7","6","0","0","1","8","220.43","609.18","","39.00","","0.10000000000000000000","20.38","151.25","2213","0.88","0.34","2.55","0.00","0.75","0.88","0.75","","198.39","1.00","0.00","0.13","0.86","0.83","0.2752733845458653",""
