user_id,married,gender,has_children,group_age,bags,trips_booked,flights_booked,return_booked,hotels_booked,packages_booked,cancellations,total_sessions,avg_room_price,avg_scaled_room_price,avg_flight_price,avg_flight_discount,avg_scaled_flight_price,f_discount,h_discount,f_discount_per,h_discount_per,avg_clicks,avg_scaled_clicks,avg_distance,avg_scaled_distance_km,avg_session_in_seconds,avg_scaled_session_in_seconds,trips_ratio,trips_per_click,cancellations_ratio,flights_ratio,hotels_ratio,packages_per_session,f_discounted_price,return_ratio,f_discount_ratio,h_discount_ratio,package_per_trip,bags_per_flight,price_per_km,discount_per_km,scaled_bags_per_flight,scaled_price_per_km,scaled_discount_per_km,scaled_trips_per_click,free_hotel_meal,free_checked_bag,no_cancellation_fee,exclusive_discounts,1_night_free_hotel_with_flight,segmentation
541382,True,F,True,26-40,2.0,5,5,5,5,5,0,10,117.4,0.2548223350253807,315.13,,0.110369557314736,2,3,0.15,0.1833333333333333,21.0,0.0,1800.6,0.1683127183457652,155.66666666666666,0.3203017832647463,0.5,0.24,0.0,0.5,0.5,0.5,267.86,1.0,0.2,0.3,1.0,0.4,0.1750138842608019,,0.0705467372134038,0.0496114903541509,,0.3870967741935483,0.625,0.2281381710383271,0.3203017832647463,0.30549737101329616,0.35694700939031604,Free hotel meal
515409,True,F,True,41-55,3.0,3,3,3,3,3,0,8,140.0,0.3121827411167512,577.34,124.63,0.2029124123399884,1,0,0.1,,20.88,0.0,1780.33,0.1663991439272338,155.625,0.320216049382716,0.38,0.14,0.0,0.38,0.38,0.38,519.61,1.0,0.13,0.0,1.0,1.0,0.3242881937618306,0.0700038756859683,0.1763668430335097,0.0974423706491318,0.1727879326651648,0.2258064516129032,0.5,0.3084532445988599,0.320216049382716,0.2272337128698663,0.34442624990608,Free hotel meal
524167,False,M,True,41-55,0.0,4,4,4,4,4,0,8,158.33,0.3587140439932318,311.97,42.08,0.1092542855025252,1,1,0.15,0.1,20.88,0.0,1454.25,0.1356104239448588,155.625,0.320216049382716,0.5,0.19,0.0,0.5,0.5,0.5,265.17,1.0,0.13,0.13,1.0,0.0,0.2145229499742135,0.0289358776001375,0.0,0.0622710926596079,0.0709293078498666,0.3064516129032258,0.5,0.3682532062927067,0.320216049382716,0.2634534995574681,0.42350563396089064,Free hotel meal
541259,False,F,False,41-55,1.0,5,4,3,3,2,0,8,156.67,0.3544839255499153,456.32,,0.160201207740551,1,1,0.1,0.2,20.75,0.0,2491.75,0.2335709564724766,155.625,0.3202160493827161,0.63,0.24,0.0,0.5,0.38,0.25,410.69,0.75,0.13,0.13,0.4,0.25,0.1831323367111467,,0.0440917107583774,0.0522128269714893,,0.3870967741935483,0.3125,0.19767224020197235,0.3202160493827161,0.23096777627739906,0.29769276341133794,No cancellation fee
570693,False,F,False,55+,1.0,3,2,2,2,1,0,8,185.0,0.4263959390862944,350.23,,0.122757544849103,1,0,0.15,,21.0,0.0,2018.0,0.1888395807761306,155.625,0.3202160493827161,0.38,0.14,0.0,0.25,0.25,0.13,297.7,1.0,0.13,0.0,0.33,0.5,0.1735530227948463,,0.0881834215167548,0.0491433971495048,,0.2258064516129032,0.4375,0.25536418730511323,0.3202160493827161,0.2646772087568018,0.23543889245665908,Free hotel meal
528723,False,F,True,26-40,3.0,4,3,3,4,3,0,8,96.5,0.2017766497461928,575.16,,0.2021430159632101,1,0,0.2,,21.0,0.0,1802.0,0.1684449060523085,155.5,0.3199588477366255,0.5,0.19,0.0,0.38,0.5,0.38,460.13,1.0,0.13,0.0,0.75,1.0,0.3191786903440621,,0.1763668430335097,0.0958051696655265,,0.3064516129032258,0.625,0.30971217233345394,0.3199588477366255,0.2864695434211807,0.2769027390683474,Free hotel meal
548651,True,F,True,41-55,2.0,5,5,5,4,4,0,8,112.0,0.2411167512690355,369.97,63.24,0.1297258760707138,3,2,0.15,0.075,21.0,0.0,1670.4,0.1560192616372391,155.5,0.3199588477366255,0.63,0.24,0.0,0.63,0.5,0.5,314.47,1.0,0.38,0.25,0.8,0.4,0.2214858716475095,0.0378591954022988,0.0705467372134038,0.0645021709621771,0.0930613065467209,0.3870967741935483,0.5,0.22244281559315549,0.3199588477366255,0.37639098517121816,0.3472151719532396,Free hotel meal
576169,False,F,False,26-40,4.0,5,5,5,4,4,0,8,184.5,0.4251269035532994,265.84,,0.092973434648954,1,2,0.5,0.225,21.0,0.0,1467.8,0.1368898121046171,155.5,0.3199588477366255,0.63,0.24,0.0,0.63,0.5,0.5,132.92,1.0,0.13,0.25,0.8,0.8,0.1811145932688377,,0.1410934744268077,0.0515662961291919,,0.3870967741935483,0.1875,0.26830330258055635,0.3199588477366255,0.39503912607485064,0.46104604084261447,1 night free hotel with flight
514980,False,M,False,26-40,4.0,7,7,7,7,7,0,8,121.33,0.2648054145516074,371.87,75.2,0.1303940307748466,1,4,0.15,0.15,21.13,0.0,1823.71,0.1704951643578779,155.375,0.319701646090535,0.88,0.33,0.0,0.88,0.88,0.88,316.09,1.0,0.13,0.5,1.0,0.57,0.2039085161566257,0.0412346261192843,0.1005291005291005,0.0588699869031981,0.1014331957796192,0.532258064516129,0.1875,0.25783069595418917,0.319701646090535,0.2637716270717416,0.482730530218894,1 night free hotel with flight
519888,False,F,False,26-40,3.0,4,3,3,4,3,0,8,78.5,0.1560913705583756,357.27,,0.1252410245912728,0,3,,0.15,21.0,0.0,1941.33,0.1816007301797123,155.375,0.319701646090535,0.5,0.19,0.0,0.38,0.5,0.38,,1.0,0.0,0.38,0.75,1.0,0.184033626431364,,0.1763668430335097,0.0525016206752613,,0.3064516129032258,0.1875,0.3175739302470843,0.319701646090535,0.9474983793247387,0.24354613692724164,Exclusive discounts
564736,False,M,False,41-55,2.0,5,5,5,5,5,0,8,145.4,0.3258883248730964,548.65,,0.1927853207641729,1,1,0.1,0.15,21.0,0.0,2099.4,0.1965253517137191,155.375,0.319701646090535,0.63,0.24,0.0,0.63,0.63,0.63,493.79,1.0,0.13,0.13,1.0,0.4,0.2613365723540059,,0.0705467372134038,0.0772712408814079,,0.3870967741935483,0.3125,0.24023254279927064,0.319701646090535,0.22891406085132052,0.4531110732150018,1 night free hotel with flight
683978,True,F,True,41-55,2.0,3,3,3,3,3,0,8,138.33,0.3079526226734348,249.82,,0.0873182536349273,1,2,0.3,0.075,20.88,0.0,1503.33,0.1402448619897397,155.375,0.319701646090535,0.38,0.14,0.0,0.38,0.38,0.38,174.87,1.0,0.13,0.25,1.0,0.67,0.1661777520570999,,0.1181657848324514,0.0467801928380636,,0.2258064516129032,0.5,0.25495267190712256,0.319701646090535,0.3337484225484409,0.3420847798659058,Free hotel meal
618063,True,F,False,41-55,4.0,5,5,5,5,5,1,8,89.75,0.1846446700507614,351.47,,0.1231937714186892,2,1,0.05,,20.83,0.0,1892.0,0.1769426871872344,155.33333333333334,0.3196159122085047,0.63,0.24,0.13,0.63,0.63,0.63,333.9,1.0,0.25,0.13,1.0,0.8,0.1857663847780126,,0.1410934744268077,0.0530568358180124,,0.3870967741935483,0.3125,0.2922670451785797,0.20383833934543721,0.22790016630759355,0.34106618438652003,1 night free hotel with flight
464239,False,F,False,41-55,3.0,5,5,5,5,5,0,10,153.6,0.3467005076142131,448.94,,0.1575970833524505,2,1,0.275,0.1,20.9,0.0,2030.8,0.1900481540930979,155.3,0.3195473251028806,0.5,0.24,0.0,0.5,0.5,0.5,325.48,1.0,0.2,0.1,1.0,0.6,0.2210655899153043,,0.1058201058201058,0.0643675031463254,,0.3870967741935483,0.3125,0.2719426231386933,0.3195473251028806,0.37195408181578227,0.4163535202290315,1 night free hotel with flight
504936,True,F,False,55+,1.0,4,3,3,4,3,0,10,187.0,0.4314720812182741,529.24,,0.1859351048273152,1,3,0.15,0.1,20.8,0.1,2269.33,0.2125704214269977,155.3,0.3195473251028806,0.4,0.19,0.0,0.3,0.4,0.3,449.85,1.0,0.1,0.3,0.75,0.33,0.2332142085990138,,0.0582010582010582,0.0682601965907112,,0.3064516129032258,0.4375,0.23128345773852424,0.1787588669417214,0.2408769827865235,0.3597799665983116,Free hotel meal
525308,True,M,True,41-55,0.0,2,1,1,1,0,0,8,191.0,0.4416243654822335,382.98,,0.1343161372066676,1,0,0.25,,20.75,0.0,2313.0,0.2166934189406099,155.25,0.3194444444444444,0.25,0.1,0.0,0.13,0.13,0.0,287.24,1.0,0.13,0.0,0.0,0.0,0.1655771725032425,,0.0,0.0465877535037657,,0.1612903225806451,0.5,0.4655034037905737,0.3194444444444444,0.3140904239121954,0.4416243654822335,Free hotel meal
528827,True,F,True,41-55,1.0,4,3,2,4,3,0,8,159.75,0.3623096446700507,277.29,43.07,0.09701335385057,3,1,0.2333333333333333,0.05,20.75,0.0,1791.67,0.1674692348849652,155.25,0.3194444444444445,0.5,0.19,0.0,0.38,0.5,0.38,212.59,0.67,0.38,0.13,0.75,0.33,0.1547662236907466,0.0240390250436743,0.0582010582010582,0.0431236798781423,0.0587839223776512,0.3064516129032258,0.5,0.18691618423387604,0.3194444444444445,0.43941215181502497,0.3710494104221421,Free hotel meal
528828,False,F,False,41-55,3.0,5,4,4,3,2,0,8,78.33,0.1556683587140439,561.65,139.17,0.1973748760318911,1,0,0.2,,21.0,0.0,3230.25,0.3032999716740628,155.25,0.3194444444444444,0.63,0.24,0.0,0.5,0.38,0.25,449.32,1.0,0.13,0.0,0.4,0.75,0.1738719913319402,0.0430833526816809,0.1322751322751322,0.0492456019157944,0.1060184873468312,0.3870967741935483,0.3125,0.34233412358718657,0.3194444444444444,0.2913045246830162,0.19727414853069566,Free checked bag
553943,False,F,False,41-55,2.0,4,4,4,3,3,0,8,137.0,0.3045685279187817,690.77,,0.2429448469854132,0,0,,,21.0,0.0,2067.25,0.1934897554527428,155.25,0.3194444444444445,0.5,0.19,0.0,0.5,0.38,0.38,,1.0,0.0,0.0,0.75,0.5,0.3341492320715926,,0.0881834215167548,0.1006020713675947,,0.3064516129032258,0.3125,0.2574433276569691,0.3194444444444445,0.8993979286324053,0.34020000089526314,Exclusive discounts
566998,False,F,True,26-40,0.0,2,2,2,2,2,0,8,204.0,0.4746192893401015,509.96,36.62,0.1791299468128284,1,0,0.1,,20.75,0.0,2541.5,0.2382683410442828,155.25,0.3194444444444444,0.25,0.1,0.0,0.25,0.25,0.25,458.96,1.0,0.13,0.0,1.0,0.0,0.2006531575841038,0.0144088136927011,0.0,0.057826896054411,0.034898655731814,0.1612903225806451,0.625,0.488127381985771,0.3194444444444444,0.23051083905465303,0.3444630928488934,Free hotel meal
596222,True,F,False,55+,2.0,3,2,2,3,2,0,8,89.5,0.1840101522842639,79.6,,0.0272429845520736,1,2,0.15,0.175,20.75,0.0,548.0,0.0500424889056746,155.25,0.3194444444444445,0.38,0.14,0.0,0.25,0.38,0.25,67.66,1.0,0.13,0.25,0.67,1.0,0.1452554744525547,,0.1763668430335097,0.0400762197368217,,0.2258064516129032,0.4375,0.20665786938431363,0.3194444444444445,0.26551585155389124,0.21448202272233907,Free hotel meal
671367,False,F,False,26-40,4.0,7,5,5,7,5,0,8,156.0,0.3527918781725888,262.6,21.56,0.091828516370849,2,0,0.075,,20.88,0.0,1520.6,0.1418751770371069,155.25,0.3194444444444445,0.88,0.34,0.0,0.63,0.88,0.63,242.91,1.0,0.25,0.0,0.71,0.8,0.1726949888202025,0.0141786137051164,0.1410934744268077,0.0488684635693904,0.0343277037677353,0.5483870967741935,0.1875,0.27152164003337603,0.3194444444444445,0.2612646293950328,0.47144340407808333,1 night free hotel with flight
403881,False,F,False,41-55,4.0,7,5,3,7,5,0,11,156.14,0.3531544597534445,597.24,,0.2099365071522098,3,1,0.2166666666666666,0.15,21.0,0.0,2532.4,0.2374091209517514,155.1818181818182,0.319304152637486,0.64,0.33,0.0,0.45,0.64,0.45,467.84,0.6,0.27,0.09,0.71,0.8,0.2358395198230927,,0.1410934744268077,0.0691014059543032,,0.532258064516129,0.3125,0.27188496541977253,0.319304152637486,0.3790409048697027,0.3986470956736673,1 night free hotel with flight
640849,True,F,False,41-55,2.0,4,4,4,2,2,0,8,111.0,0.2385786802030456,288.46,24.06,0.1009576867286183,2,2,0.2,0.1,13.67,0.0,1649.25,0.1540222830705315,155.14285714285714,0.3192239858906525,0.5,0.29,0.0,0.5,0.25,0.25,230.77,1.0,0.25,0.25,0.5,0.5,0.1749037441261179,0.0145884492951341,0.0881834215167548,0.0495761989526006,0.0353441957212104,0.4677419354838709,0.3125,0.23859252540601703,0.3192239858906525,0.36221166780253883,0.2442225830073079,Exclusive discounts
524834,True,F,True,41-55,1.0,2,2,1,2,2,0,8,210.5,0.4911167512690355,200.47,13.24,0.0699021313691373,2,3,0.2,0.0833333333333333,20.63,0.0,2060.5,0.1928524218676234,155.125,0.3191872427983538,0.25,0.1,0.0,0.25,0.25,0.25,160.38,0.5,0.25,0.38,1.0,0.5,0.0972919194370298,0.0064256248483377,0.0881834215167548,0.0247076069719206,0.015098405531446,0.1612903225806451,0.5,0.2041083078915361,0.3191872427983538,0.3653436924113514,0.3503986127501918,Free hotel meal
528657,False,F,False,26-40,3.0,4,4,4,4,4,0,8,240.67,0.5676818950930625,295.53,,0.1034529309413811,1,0,0.2,,20.63,0.0,1683.0,0.1572089509961287,155.125,0.3191872427983539,0.5,0.19,0.0,0.5,0.5,0.5,236.42,1.0,0.13,0.0,1.0,0.75,0.1755971479500891,,0.1322751322751322,0.0497983812920219,,0.3064516129032258,0.1875,0.27499100703527435,0.3191872427983539,0.29124805782135993,0.5327672545742008,1 night free hotel with flight
566336,True,F,False,41-55,1.0,6,6,4,6,6,0,8,150.33,0.338409475465313,565.85,34.72,0.1988560228795424,1,0,0.1,,21.0,0.0,2338.5,0.2191011235955056,155.125,0.3191872427983539,0.75,0.29,0.0,0.75,0.75,0.75,509.27,0.67,0.13,0.0,1.0,0.17,0.2419713491554415,0.0148471242249305,0.0299823633156966,0.0710661833883117,0.0359857724683453,0.4677419354838709,0.3125,0.16388093130424206,0.3191872427983539,0.22942603968510544,0.5037927218598783,1 night free hotel with flight
695557,False,F,False,26-40,3.0,4,4,4,4,4,0,8,167.25,0.3813451776649746,608.19,93.85,0.2138013122090499,3,2,0.1666666666666666,0.1,20.88,0.0,2763.0,0.2591823246152393,155.125,0.3191872427983539,0.5,0.19,0.0,0.5,0.5,0.5,506.82,1.0,0.38,0.25,1.0,0.75,0.2201194353963083,0.033966702859211,0.1322751322751322,0.0640643337416909,0.0834069782126713,0.3064516129032258,0.1875,0.324858719727225,0.3191872427983539,0.3899055776886137,0.43666072508583514,1 night free hotel with flight
569863,False,F,False,26-40,3.0,6,6,5,5,5,0,8,185.2,0.4269035532994923,467.01,139.33,0.163974367571472,1,1,0.2,0.1,20.63,0.0,2983.5,0.2800018883958077,155.0,0.3189300411522633,0.75,0.29,0.0,0.75,0.63,0.63,373.61,0.83,0.13,0.13,0.83,0.5,0.1565309200603318,0.0467001843472431,0.0881834215167548,0.0436891286890781,0.1149891096516397,0.4677419354838709,0.1875,0.27365832603013185,0.3189300411522633,0.29187091096903134,0.518603160980224,1 night free hotel with flight
582484,True,F,True,26-40,2.0,3,3,3,3,3,0,8,182.33,0.4196277495769881,207.19,,0.0722750250877335,0,0,,,20.88,0.0,1125.67,0.1045856544865137,155.0,0.3189300411522634,0.38,0.14,0.0,0.38,0.38,0.38,,1.0,0.0,0.0,1.0,0.67,0.1840592713672746,,0.1181657848324514,0.0525098378953832,,0.2258064516129032,0.625,0.2312000662047285,0.3189300411522634,0.9474901621046168,0.39932260747327525,Exclusive discounts
560803,True,F,False,41-55,2.0,5,5,4,5,5,0,8,209.0,0.4873096446700507,758.89,35.28,0.2669861896879709,5,0,0.12,,20.88,0.0,2774.0,0.260220942309508,154.875,0.3186728395061728,0.63,0.24,0.0,0.63,0.63,0.63,667.82,0.8,0.63,0.0,1.0,0.4,0.2735724585436193,0.0127180966113914,0.0705467372134038,0.081191896817414,0.0307052661126264,0.3870967741935483,0.3125,0.24488925022258917,0.3186728395061728,0.41106976752175606,0.5540803877977744,1 night free hotel with flight
561994,True,F,False,41-55,0.0,3,3,3,3,3,0,8,134.67,0.2986463620981387,394.98,54.33,0.1385501701730671,3,0,0.1,,20.75,0.0,2272.67,0.2128851540616246,154.875,0.3186728395061728,0.38,0.14,0.0,0.38,0.38,0.38,355.48,1.0,0.38,0.0,1.0,0.0,0.1737955796486071,0.0239058024262211,0.0,0.0492211178763716,0.0584534978807055,0.2258064516129032,0.3125,0.46139479197496863,0.3186728395061728,0.3305884740685529,0.3368762645205101,Free checked bag
521491,False,F,False,26-40,3.0,6,5,5,4,3,1,8,187.5,0.432741116751269,1102.52,,0.3882677640564835,1,4,,0.2333333333333333,23.86,0.0,3855.4,0.3623265036351619,154.75,0.3184156378600822,0.75,0.25,0.13,0.63,0.5,0.38,,1.0,0.13,0.5,0.5,0.6,0.2859677335685013,,0.1058201058201058,0.0851636245575742,,0.4032258064516129,0.1875,0.33720144851742107,0.20345523567067691,0.34486044830846485,0.4055140248690324,1 night free hotel with flight
611839,False,F,False,26-40,1.0,5,4,4,5,4,0,8,187.2,0.431979695431472,285.71,,0.0999871179047007,1,1,0.15,0.05,20.88,0.0,1709.0,0.1596638655462184,154.75,0.3184156378600823,0.63,0.24,0.0,0.5,0.63,0.5,242.85,1.0,0.13,0.13,0.8,0.25,0.1671796372147454,,0.0440917107583774,0.0471012196055285,,0.3870967741935483,0.1875,0.1916554601008066,0.3184156378600823,0.2648665577958705,0.4647470792976929,1 night free hotel with flight
488827,False,F,False,26-40,3.0,7,7,7,5,5,0,9,134.0,0.2969543147208121,230.64,35.39,0.0805516662775988,1,2,0.3,0.1,20.89,0.0,1287.14,0.1198322025439389,154.66666666666666,0.3182441700960219,0.78,0.34,0.0,0.78,0.56,0.56,161.45,1.0,0.11,0.22,0.71,0.43,0.1791879671209037,0.0274950665817238,0.0758377425044091,0.0509489613382085,0.0673557460549228,0.5483870967741935,0.1875,0.20868263547566196,0.3182441700960219,0.3152108583206532,0.4077921238126783,1 night free hotel with flight
525281,False,F,False,26-40,2.0,5,5,5,5,5,0,8,108.4,0.231979695431472,290.67,14.87,0.1017374946618714,2,0,0.075,,20.88,0.0,1149.6,0.1068454348031347,154.625,0.3181584362139917,0.63,0.24,0.0,0.63,0.63,0.63,268.87,1.0,0.25,0.0,1.0,0.4,0.2528444676409185,0.0129349338900487,0.0705467372134038,0.074550177589661,0.03124307530816,0.3870967741935483,0.1875,0.1960699182345361,0.3181584362139917,0.25889165362428296,0.3822920455905764,1 night free hotel with flight
530282,False,F,False,26-40,1.0,5,4,4,4,3,0,8,120.5,0.2626903553299492,181.12,,0.0630719738546405,1,1,0.05,0.1,20.63,0.0,995.0,0.0922481352091398,154.625,0.3181584362139917,0.63,0.24,0.0,0.5,0.5,0.38,172.06,1.0,0.13,0.13,0.6,0.25,0.1820301507537688,,0.0440917107583774,0.0518596615489436,,0.3870967741935483,0.1875,0.1596264474981872,0.3181584362139917,0.1833420122239097,0.3159467281447629,No cancellation fee
575433,True,F,False,55+,2.0,3,2,2,3,2,0,8,196.0,0.4543147208121827,545.17,,0.1915567571001521,0,0,,,20.88,0.0,3240.5,0.3042677745255405,154.5,0.3179012345679012,0.38,0.14,0.0,0.25,0.38,0.25,,1.0,0.0,0.0,0.67,1.0,0.168236383274186,,0.1763668430335097,0.047439825052375,,0.2258064516129032,0.4375,0.3771877963815906,0.3179012345679012,0.952560174947625,0.33701436201302415,Exclusive discounts
488480,True,M,False,41-55,2.0,5,4,2,3,2,1,9,188.5,0.4352791878172588,728.84,52.06,0.2563801665143167,4,2,0.2,0.15,17.5,0.0,3116.5,0.2925597205174204,154.375,0.3176440329218107,0.56,0.29,0.11,0.44,0.33,0.22,583.07,0.5,0.44,0.22,0.4,0.5,0.233864912562169,0.0167046366115835,0.0881834215167548,0.0684686969245811,0.0405928550168159,0.4677419354838709,0.3125,0.2345257287179398,0.18692470040473297,0.4344035595022883,0.30945342350634436,Exclusive discounts
653724,True,M,False,55+,3.0,4,4,4,4,4,0,8,218.25,0.5107868020304568,242.39,25.59,0.0846962472515255,1,1,0.1,0.05,20.75,0.0,1152.75,0.1071428571428571,154.375,0.3176440329218107,0.5,0.19,0.0,0.5,0.5,0.5,218.15,1.0,0.13,0.13,1.0,0.75,0.2102710908696595,0.0221990891346779,0.1322751322751322,0.0609087003997418,0.0542204337691495,0.3064516129032258,0.4375,0.24199913257496505,0.3176440329218107,0.23025923445277957,0.50536462184766,1 night free hotel with flight
437069,False,F,False,41-55,3.0,7,7,7,7,7,0,10,158.43,0.3589557650471356,296.9,50.73,0.1039355683474565,2,2,0.175,0.125,20.56,0.0,1581.43,0.1476185980009981,154.33333333333334,0.3175582990397805,0.7,0.34,0.0,0.7,0.7,0.7,244.94,1.0,0.2,0.2,1.0,0.43,0.1877414744882795,0.0320785618079839,0.0758377425044091,0.0536896994354654,0.0787239291258043,0.5483870967741935,0.3125,0.22370489695004572,0.3175582990397805,0.32114453599066006,0.5012674291563286,1 night free hotel with flight
499990,False,F,False,26-40,5.0,5,5,5,3,3,1,9,237.33,0.5592216582064297,846.55,,0.2979272179262297,2,3,0.25,0.075,20.71,0.0,3011.0,0.2825984326314795,154.28571428571428,0.3174603174603175,0.56,0.24,0.11,0.56,0.33,0.33,634.91,1.0,0.22,0.33,0.6,1.0,0.2811524410494852,,0.1763668430335097,0.0836206954304374,,0.3870967741935483,0.1875,0.3680122116335788,0.1868706368604627,0.36938505534375204,0.4295848544910793,1 night free hotel with flight
540502,True,F,False,26-40,1.0,4,3,3,4,3,0,8,104.5,0.2220812182741116,277.8,,0.097193350250642,0,0,,,20.71,0.0,1687.0,0.157586630157681,154.28571428571428,0.3174603174603175,0.5,0.19,0.0,0.38,0.5,0.38,,1.0,0.0,0.0,0.75,0.33,0.1646710136336692,,0.0582010582010582,0.0462973996139123,,0.3064516129032258,0.1875,0.2093229033577004,0.3174603174603175,0.9537026003860877,0.290501054979431,Exclusive discounts
564101,False,F,False,17-25,0.0,2,2,2,1,1,1,8,,,1534.85,,0.5408503594633989,3,3,0.125,0.075,20.71,0.0,10248.0,0.9659144556699084,154.28571428571428,0.3174603174603175,0.25,0.1,0.13,0.25,0.13,0.13,1342.99,1.0,0.38,0.38,0.5,0.0,0.1497706869633099,,0.0,0.0415229964114567,,0.1612903225806451,0.125,0.9828094706859049,0.20314980007334804,0.35707417026479193,0.13,Free checked bag
516808,False,F,False,26-40,1.0,3,3,3,3,3,0,8,167.33,0.3815566835871404,543.22,,0.190870300241054,1,0,0.15,,20.63,0.0,2020.33,0.1890598936203694,154.25,0.3173868312757202,0.38,0.15,0.0,0.38,0.38,0.38,461.74,1.0,0.13,0.0,1.0,0.33,0.2688768666504976,,0.0582010582010582,0.0796873224904268,,0.2419354838709677,0.1875,0.22242149903069675,0.3173868312757202,0.26181227550370895,0.38077754629588306,1 night free hotel with flight
540444,True,F,False,41-55,2.0,4,3,3,3,2,0,8,171.0,0.3908629441624365,308.66,,0.1080860735726461,0,2,,0.175,20.88,0.0,1221.67,0.1136499543637679,154.25,0.3173868312757202,0.5,0.19,0.0,0.38,0.38,0.25,,1.0,0.0,0.25,0.5,0.67,0.2526541537403717,,0.1181657848324514,0.0744891966919703,,0.3064516129032258,0.3125,0.23769515883533632,0.3173868312757202,0.9255108033080297,0.3125951631753267,Exclusive discounts
488511,True,F,False,41-55,0.0,4,3,3,4,3,0,9,149.33,0.3358714043993231,321.41,27.91,0.1125871600215054,3,0,0.1666666666666666,,21.0,0.0,1677.67,0.1567053787807257,154.22222222222223,0.3173296753543667,0.44,0.19,0.0,0.33,0.44,0.33,267.84,1.0,0.33,0.0,0.75,0.0,0.1915811810427557,0.0166361680187402,0.0,0.0549200286541294,0.0404230362519598,0.3064516129032258,0.3125,0.3958603021025545,0.3173296753543667,0.3732018171116227,0.3329227589873913,Free checked bag
575711,True,F,True,41-55,2.0,3,2,2,3,2,0,9,136.67,0.3037225042301184,525.76,,0.1847063058738825,1,1,0.05,0.1,20.56,0.0,3050.0,0.2862808044566141,154.22222222222223,0.3173296753543667,0.33,0.15,0.0,0.22,0.33,0.22,499.47,1.0,0.11,0.11,0.67,1.0,0.1723803278688524,,0.1763668430335097,0.0487676390514419,,0.2419354838709677,0.5,0.3696037679461699,0.3173296753543667,0.1736000191262034,0.258493618742564,Free hotel meal
533396,True,F,False,41-55,3.0,5,5,5,5,5,0,8,183.5,0.4225888324873096,322.92,49.89,0.1131203258287775,1,1,0.2,0.2,20.63,0.0,1833.0,0.1713719195543385,154.125,0.3171296296296296,0.63,0.24,0.0,0.63,0.63,0.63,258.34,1.0,0.13,0.13,1.0,0.6,0.1761702127659574,0.0272176759410801,0.1058201058201058,0.0499820042791299,0.0666677497923939,0.3870967741935483,0.3125,0.2627257361600772,0.3171296296296296,0.29122929573879724,0.5159757401923127,1 night free hotel with flight
543038,False,F,False,41-55,0.0,3,3,3,3,3,0,8,89.0,0.182741116751269,293.75,,0.1028250023234829,1,1,0.1,0.05,20.75,0.0,1656.33,0.1546910899191137,154.125,0.3171296296296296,0.38,0.14,0.0,0.38,0.38,0.38,264.38,1.0,0.13,0.13,1.0,0.0,0.1773499242300749,,0.0,0.0503600106354242,,0.2258064516129032,0.3125,0.3933078818420929,0.3171296296296296,0.23111818357171365,0.26351778756942046,Free checked bag
516456,True,F,False,26-40,1.0,4,4,4,3,3,0,8,148.33,0.3333333333333333,485.15,12.23,0.1703762983563858,1,2,0.05,0.1,20.63,0.0,2705.0,0.2537059767727315,154.0,0.3168724279835391,0.5,0.19,0.0,0.5,0.38,0.38,460.89,1.0,0.13,0.25,0.75,0.25,0.1793530499075785,0.0045212569316081,0.0440917107583774,0.0510018576137605,0.0103751098710378,0.3064516129032258,0.1875,0.22364672833918825,0.3168724279835391,0.1833972867748719,0.3559026084010437,1 night free hotel with flight
545803,False,F,True,41-55,2.0,3,3,3,3,3,0,9,143.33,0.320642978003384,323.81,,0.1134330254571379,1,1,0.1,0.15,20.67,0.0,1798.33,0.1680987001542189,154.0,0.3168724279835391,0.33,0.15,0.0,0.33,0.33,0.33,291.43,1.0,0.11,0.11,1.0,0.67,0.1800615015041733,,0.1181657848324514,0.0512288616014177,,0.2419354838709677,0.5,0.2708228888319079,0.3168724279835391,0.2185335144173736,0.32528784597816857,Free hotel meal
556824,False,F,False,41-55,1.0,4,4,4,4,4,0,8,115.0,0.248730964467005,203.79,,0.0710747549754887,1,0,0.05,,20.86,0.0,1125.25,0.1045463129071853,154.0,0.3168724279835391,0.5,0.19,0.0,0.5,0.5,0.5,193.6,1.0,0.13,0.0,1.0,0.25,0.1811064207953788,,0.0440917107583774,0.051563677483016,,0.3064516129032258,0.3125,0.16642627402077065,0.3168724279835391,0.18336108839726406,0.3526549053019148,1 night free hotel with flight
512801,False,F,False,41-55,3.0,7,7,7,6,6,0,8,129.17,0.2846869712351945,536.64,,0.1885464811712169,0,0,,,20.75,0.0,3021.57,0.2835965847012962,153.875,0.3166152263374486,0.88,0.34,0.0,0.88,0.75,0.75,,1.0,0.0,0.0,0.86,0.43,0.1776030341842154,,0.0758377425044091,0.0504411128154204,,0.5483870967741935,0.3125,0.2780964624175803,0.3166152263374486,0.9495588871845796,0.46207708061144503,Exclusive discounts
535795,True,F,True,41-55,4.0,5,5,5,5,5,0,8,169.0,0.3857868020304568,346.9,36.17,0.1215836859733393,2,1,0.15,0.1,20.75,0.0,2161.2,0.2023604947597016,153.875,0.3166152263374485,0.63,0.24,0.0,0.63,0.63,0.63,294.87,1.0,0.25,0.13,1.0,0.8,0.160512678141773,0.0167360725522857,0.1410934744268077,0.04496497444441,0.0406708237963755,0.3870967741935483,0.5,0.305640489731559,0.3166152263374485,0.32962250515701136,0.4929966382027242,Free hotel meal
