"home_airport_lat","home_airport_lon","destination_airport_lat","destination_airport_lon","home_city","destination","haversine_distance"
"30.626","-88.068","46.788","-71.398","mobile","quebec","2402.812436537564"
"30.626","-88.068","49.195","-123.182","mobile","vancouver","3943.4938332228244"
"30.626","-88.068","51.114","-114.02","mobile","calgary","3369.8068468628726"
"30.691","-88.243","29.607","-95.159","mobile","houston","672.1893494176607"
"30.691","-88.243","32.166","-110.883","mobile","tucson","2170.9980851493046"
"30.691","-88.243","32.699","-117.215","mobile","san diego","2779.231125890948"
"30.691","-88.243","32.82","-97.362","mobile","fort worth","903.5044988178984"
"30.691","-88.243","32.847","-96.852","mobile","dallas","857.3726649229311"
"30.691","-88.243","33.942","-118.408","mobile","los angeles","2906.883840676818"
"30.691","-88.243","35.214","-80.943","mobile","charlotte","860.3151053082188"
"30.691","-88.243","39.872","-75.241","mobile","philadelphia","1608.6385701224312"
"30.691","-88.243","40.64","-73.779","mobile","new york","1771.0136400359527"
"30.691","-88.243","41.786","-87.752","mobile","chicago","1234.5460742918315"
"30.691","-88.243","43.173","-79.935","mobile","hamilton","1599.1426295878505"
"30.691","-88.243","45.517","-73.417","mobile","montreal","2174.2238103435784"
"30.691","-88.243","46.788","-71.398","mobile","quebec","2407.85981988615"
"30.691","-88.243","47.53","-122.302","mobile","seattle","3756.518873825638"
"31.807","-106.378","29.529","-98.279","el paso","san antonio","806.1394958036527"
"31.807","-106.378","29.607","-95.159","el paso","houston","1087.9930606837313"
"31.807","-106.378","30.194","-97.67","el paso","austin","842.179360215301"
"31.807","-106.378","30.494","-81.688","el paso","jacksonville","2337.6400334275827"
"31.807","-106.378","32.699","-117.215","el paso","san diego","1028.8320147343243"
"31.807","-106.378","32.847","-96.852","el paso","dallas","907.5547434178252"
"31.807","-106.378","33.535","-112.383","el paso","phoenix","599.0876423211428"
"31.807","-106.378","33.942","-118.408","el paso","los angeles","1161.2949942954367"
"31.807","-106.378","35.214","-80.943","el paso","charlotte","2433.146477186778"
"31.807","-106.378","37.362","-121.929","el paso","san jose","1594.0205569635514"
"31.807","-106.378","37.619","-122.375","el paso","san francisco","1643.9759371957196"
"31.807","-106.378","40.64","-73.779","el paso","new york","3233.2164266053614"
"31.807","-106.378","40.886","14.291","el paso","naples","11447.192722269716"
"31.807","-106.378","41.786","-87.752","el paso","chicago","2080.612071726925"
"31.807","-106.378","42.364","-71.005","el paso","boston","3542.685800562725"
"31.807","-106.378","42.409","-83.01","el paso","detroit","2503.118460301303"
"31.807","-106.378","43.173","-79.935","el paso","hamilton","2800.1403962083714"
"31.807","-106.378","45.517","-73.417","el paso","montreal","3467.685625669353"
"31.807","-106.378","45.589","-122.597","el paso","portland","2167.3047973677026"
"31.807","-106.378","47.53","-122.302","el paso","seattle","2306.636657160396"
"31.807","-106.378","49.195","-123.182","el paso","vancouver","2501.8639303522496"
"31.807","-106.378","51.114","-114.02","el paso","calgary","2264.9472939411357"
"31.807","-106.378","53.667","-113.467","el paso","edmonton","2521.2322866849986"
"31.849","-106.38","-8.748","115.167","el paso","denpasar","21406.85323109495"
"31.849","-106.38","10.82","106.662","el paso","ho chi minh city","20257.60178933516"
"31.849","-106.38","13.912","100.607","el paso","bangkok","19651.766771303613"
"31.849","-106.38","29.529","-98.279","el paso","san antonio","807.4681460005766"
"31.849","-106.38","29.607","-95.159","el paso","houston","1088.7670583057288"
"31.849","-106.38","30.194","-97.67","el paso","austin","843.0053378358965"
"31.849","-106.38","32.166","-110.883","el paso","tucson","426.774600388239"
"31.849","-106.38","32.699","-117.215","el paso","san diego","1027.7404380814964"
"31.849","-106.38","32.82","-97.362","el paso","fort worth","858.5818851346273"
"31.849","-106.38","32.847","-96.852","el paso","dallas","906.7526883693283"
"31.849","-106.38","33.535","-112.383","el paso","phoenix","597.181871490713"
"31.849","-106.38","33.942","-118.408","el paso","los angeles","1159.657787999906"
"31.849","-106.38","35.042","-89.977","el paso","memphis","1589.4514382844156"
"31.849","-106.38","35.214","-80.943","el paso","charlotte","2431.5302863741053"
"31.849","-106.38","35.393","-97.601","el paso","oklahoma city","918.0640278950656"
"31.849","-106.38","36.08","-115.152","el paso","las vegas","952.7763249725542"
"31.849","-106.38","36.776","-119.718","el paso","fresno","1373.7588340686798"
"31.849","-106.38","37.362","-121.929","el paso","san jose","1591.425680195888"
"31.849","-106.38","37.619","-122.375","el paso","san francisco","1641.3390780970094"
"31.849","-106.38","38.228","-85.664","el paso","louisville","2081.2529359766736"
"31.849","-106.38","38.852","-77.037","el paso","washington","2878.8068799578573"
"31.849","-106.38","39.175","-76.668","el paso","baltimore","2922.1828619322173"
"31.849","-106.38","39.717","-86.294","el paso","indianapolis","2089.153882741018"
"31.849","-106.38","39.858","-104.667","el paso","denver","905.0994830460437"
"31.849","-106.38","39.872","-75.241","el paso","philadelphia","3073.447542326064"
"31.849","-106.38","40.64","-73.779","el paso","new york","3230.6455587044234"
"31.849","-106.38","42.409","-83.01","el paso","detroit","2500.202613818152"
"31.849","-106.38","42.947","-87.896","el paso","milwaukee","2137.921126913631"
"31.849","-106.38","43.173","-79.935","el paso","hamilton","2797.189627197493"
"31.849","-106.38","43.862","-79.37","el paso","toronto","2879.6696894540055"
"31.849","-106.38","45.323","-75.669","el paso","ottawa","3264.7579447168196"
"31.849","-106.38","45.517","-73.417","el paso","montreal","3464.531893843997"
"31.849","-106.38","46.788","-71.398","el paso","quebec","3698.1499596543053"
"31.849","-106.38","47.53","-122.302","el paso","seattle","2302.528742289965"
"31.849","-106.38","50.056","-97.032","el paso","winnipeg","2208.6008861413898"
"31.849","-106.38","51.114","-114.02","el paso","calgary","2260.35630558238"
"31.849","-106.38","53.667","-113.467","el paso","edmonton","2516.5991330922943"
"32.116","-110.941","29.529","-98.279","tucson","san antonio","1226.677296183488"
"32.116","-110.941","29.607","-95.159","tucson","houston","1512.2629387873149"
"32.116","-110.941","30.494","-81.688","tucson","jacksonville","2760.8690301885313"
"32.116","-110.941","31.849","-106.38","tucson","el paso","430.56793370562326"
"32.116","-110.941","32.699","-117.215","tucson","san diego","594.414398919873"
"32.116","-110.941","32.82","-97.362","tucson","fort worth","1281.2286891204417"
"32.116","-110.941","32.847","-96.852","tucson","dallas","1329.3528685336926"
"32.116","-110.941","33.535","-112.383","tucson","phoenix","208.17486376950077"
"32.116","-110.941","33.942","-118.408","tucson","los angeles","731.9458370732542"
"32.116","-110.941","35.214","-80.943","tucson","charlotte","2846.0571507782147"
"32.116","-110.941","36.124","-86.678","tucson","nashville","2328.0788353673374"
"32.116","-110.941","38.852","-77.037","tucson","washington","3279.6583083077694"
"32.116","-110.941","39.998","-82.892","tucson","columbus","2783.1698769141035"
"32.116","-110.941","40.64","-73.779","tucson","new york","3625.8852059782166"
"32.116","-110.941","41.786","-87.752","tucson","chicago","2434.2152249369515"
"32.116","-110.941","42.364","-71.005","tucson","boston","3929.8915881918933"
"32.116","-110.941","42.409","-83.01","tucson","detroit","2868.658534603933"
"32.116","-110.941","42.947","-87.896","tucson","milwaukee","2482.0594588199733"
"32.116","-110.941","43.862","-79.37","tucson","toronto","3247.476151814249"
"32.116","-110.941","45.323","-75.669","tucson","ottawa","3631.9389530473836"
"32.116","-110.941","45.517","-73.417","tucson","montreal","3835.207422381674"
"32.116","-110.941","51.114","-114.02","tucson","calgary","2132.1973135422522"
"32.116","-110.941","53.667","-113.467","tucson","edmonton","2408.035302261189"
"32.166","-110.883","29.529","-98.279","tucson","san antonio","1222.057703176415"
"32.166","-110.883","29.607","-95.159","tucson","houston","1507.1368847033996"
"32.166","-110.883","30.194","-97.67","tucson","austin","1262.865217274124"
"32.166","-110.883","31.849","-106.38","tucson","el paso","425.3115729800773"
"32.166","-110.883","32.847","-96.852","tucson","dallas","1322.848140504137"
"32.166","-110.883","33.535","-112.383","tucson","phoenix","207.6172207477047"
"32.166","-110.883","33.942","-118.408","tucson","los angeles","735.3094551457693"
"32.166","-110.883","35.042","-89.977","tucson","memphis","1993.6084602100982"
"32.166","-110.883","35.214","-80.943","tucson","charlotte","2838.432012022141"
"32.166","-110.883","35.393","-97.601","tucson","oklahoma city","1300.6506970382075"
"32.166","-110.883","36.08","-115.152","tucson","las vegas","592.3333440270818"
"32.166","-110.883","36.124","-86.678","tucson","nashville","2320.4308713691858"
"32.166","-110.883","37.619","-122.375","tucson","san francisco","1240.0339874330054"
"32.166","-110.883","38.852","-77.037","tucson","washington","3271.3721410406542"
"32.166","-110.883","39.175","-76.668","tucson","baltimore","3313.468031651132"
"32.166","-110.883","39.717","-86.294","tucson","indianapolis","2462.0405770130956"
"32.166","-110.883","39.872","-75.241","tucson","philadelphia","3462.5216605091814"
"32.166","-110.883","40.64","-73.779","tucson","new york","3617.3127376907714"
"32.166","-110.883","41.786","-87.752","tucson","chicago","2425.788771683528"
"32.166","-110.883","42.409","-83.01","tucson","detroit","2860.113545413579"
"32.166","-110.883","43.173","-79.935","tucson","hamilton","3159.6605802347485"
"32.166","-110.883","43.862","-79.37","tucson","toronto","3238.750800501858"
"32.166","-110.883","45.323","-75.669","tucson","ottawa","3623.0334969213745"
"32.166","-110.883","45.517","-73.417","tucson","montreal","3826.233074935899"
"32.166","-110.883","47.53","-122.302","tucson","seattle","2018.3190216364972"
"32.166","-110.883","51.114","-114.02","tucson","calgary","2127.4187817630013"
"32.166","-110.883","53.667","-113.467","tucson","edmonton","2403.036573164574"
"32.379","-86.362","25.255","55.364","montgomery","dubai","13332.350493238073"
"32.379","-86.362","29.607","-95.159","montgomery","houston","881.7100418205431"
"32.379","-86.362","30.194","-97.67","montgomery","austin","1089.3173330716402"
"32.379","-86.362","31.849","-106.38","montgomery","el paso","1880.7164082510214"
"32.379","-86.362","32.699","-117.215","montgomery","san diego","2897.4734749015297"
"32.379","-86.362","32.847","-96.852","montgomery","dallas","986.4383130586253"
"32.379","-86.362","33.535","-112.383","montgomery","phoenix","2446.883752179031"
"32.379","-86.362","33.942","-118.408","montgomery","los angeles","3014.2979413595826"
"32.379","-86.362","35.042","-89.977","montgomery","memphis","450.45807428571726"
"32.379","-86.362","35.393","-97.601","montgomery","oklahoma city","1107.329464586664"
"32.379","-86.362","36.08","-115.152","montgomery","las vegas","2734.668435232967"
"32.379","-86.362","36.124","-86.678","montgomery","nashville","417.4625281694166"
"32.379","-86.362","36.776","-119.718","montgomery","fresno","3170.2249163163033"
"32.379","-86.362","37.619","-122.375","montgomery","san francisco","3431.6282614534252"
"32.379","-86.362","39.175","-76.668","montgomery","baltimore","1183.0801270857198"
"32.379","-86.362","39.858","-104.667","montgomery","denver","1909.5219419635855"
"32.379","-86.362","39.872","-75.241","montgomery","philadelphia","1335.939917795337"
"32.379","-86.362","40.64","-73.779","montgomery","new york","1496.6345240619632"
"32.379","-86.362","40.977","28.821","montgomery","istanbul","10858.44170569079"
"32.379","-86.362","41.786","-87.752","montgomery","chicago","1054.0773087582509"
"32.379","-86.362","43.862","-79.37","montgomery","toronto","1435.7257119208573"
"32.379","-86.362","45.323","-75.669","montgomery","ottawa","1754.9055855246866"
"32.379","-86.362","45.517","-73.417","montgomery","montreal","1900.4384257249583"
"32.379","-86.362","46.788","-71.398","montgomery","quebec","2131.060510101468"
"32.379","-86.362","49.195","-123.182","montgomery","vancouver","3930.7697761092822"
"32.379","-86.362","50.056","-97.032","montgomery","winnipeg","2206.1622210491814"
"32.379","-86.362","51.114","-114.02","montgomery","calgary","3329.42720013038"
"32.446","-93.826","29.607","-95.159","shreveport","houston","339.5470728299099"
"32.446","-93.826","30.194","-97.67","shreveport","austin","439.0980359087604"
"32.446","-93.826","30.494","-81.688","shreveport","jacksonville","1159.4700868609818"
"32.446","-93.826","36.776","-119.718","shreveport","fresno","2476.8309642600066"
"32.446","-93.826","38.852","-77.037","shreveport","washington","1728.9427114190203"
"32.446","-93.826","39.872","-75.241","shreveport","philadelphia","1929.5267577144539"
"32.446","-93.826","40.64","-73.779","shreveport","new york","2090.142587012556"
"32.446","-93.826","41.786","-87.752","shreveport","chicago","1184.6362281998508"
"32.446","-93.826","43.862","-79.37","shreveport","toronto","1857.7645151310767"
"32.446","-93.826","45.323","-75.669","shreveport","ottawa","2225.5035252652533"
"32.446","-93.826","45.517","-73.417","shreveport","montreal","2404.1274952489775"
"32.446","-93.826","51.114","-114.02","shreveport","calgary","2810.5523929762808"
"32.502","-93.663","30.494","-81.688","shreveport","jacksonville","1144.9608053693562"
"32.502","-93.663","33.535","-112.383","shreveport","phoenix","1759.2609088810623"
"32.502","-93.663","35.042","-89.977","shreveport","memphis","446.36871267456763"
"32.502","-93.663","36.08","-115.152","shreveport","las vegas","2054.071600925705"
"32.502","-93.663","37.362","-121.929","shreveport","san jose","2705.2253428566505"
"32.502","-93.663","40.64","-73.779","shreveport","new york","2072.6193506563527"
"32.502","-93.663","45.517","-73.417","shreveport","montreal","2387.2437564982624"
"32.699","-117.215","10.82","106.662","san diego","ho chi minh city","21089.212246753996"
"32.699","-117.215","29.529","-98.279","san diego","san antonio","1806.5815075046496"
"32.699","-117.215","29.607","-95.159","san diego","houston","2092.2454409994198"
"32.699","-117.215","30.194","-97.67","san diego","austin","1849.9366129810537"
"32.699","-117.215","30.494","-81.688","san diego","jacksonville","3333.3312733591797"
"32.699","-117.215","31.849","-106.38","san diego","el paso","1018.239186658547"
"32.699","-117.215","32.166","-110.883","san diego","tucson","595.4491546251996"
"32.699","-117.215","32.847","-96.852","san diego","dallas","1905.4605343474698"
"32.699","-117.215","33.535","-112.383","san diego","phoenix","461.5922575967686"
"32.699","-117.215","33.942","-118.408","san diego","los angeles","177.66012144277713"
"32.699","-117.215","35.042","-89.977","san diego","memphis","2561.9712020545817"
"32.699","-117.215","35.214","-80.943","san diego","charlotte","3405.51383060052"
"32.699","-117.215","36.08","-115.152","san diego","las vegas","422.5982865892222"
"32.699","-117.215","36.124","-86.678","san diego","nashville","2882.648535604131"
"32.699","-117.215","36.776","-119.718","san diego","fresno","510.24912691133574"
"32.699","-117.215","37.619","-122.375","san diego","san francisco","729.6513079283447"
"32.699","-117.215","38.228","-85.664","san diego","louisville","3015.5931078176814"
"32.699","-117.215","38.852","-77.037","san diego","washington","3821.2457369390663"
"32.699","-117.215","39.175","-76.668","san diego","baltimore","3861.755703148776"
"32.699","-117.215","39.717","-86.294","san diego","indianapolis","2996.6951100368165"
"32.699","-117.215","39.872","-75.241","san diego","philadelphia","4007.7182396420503"
"32.699","-117.215","39.998","-82.892","san diego","columbus","3312.597914464743"
"32.699","-117.215","40.64","-73.779","san diego","new york","4159.160256859018"
"32.699","-117.215","41.786","-87.752","san diego","chicago","2936.205174332613"
"32.699","-117.215","42.364","-71.005","san diego","boston","4455.467104688866"
"32.699","-117.215","42.409","-83.01","san diego","detroit","3377.7957633718706"
"32.699","-117.215","42.947","-87.896","san diego","milwaukee","2970.6425402061263"
"32.699","-117.215","43.173","-79.935","san diego","hamilton","3677.603555534934"
"32.699","-117.215","43.862","-79.37","san diego","toronto","3752.4275732428923"
"32.699","-117.215","45.323","-75.669","san diego","ottawa","4133.156366627049"
"32.699","-117.215","45.517","-73.417","san diego","montreal","4338.983253181265"
"32.699","-117.215","45.589","-122.597","san diego","portland","1519.1402981040217"
"32.699","-117.215","46.788","-71.398","san diego","quebec","4564.400292589821"
"32.699","-117.215","47.53","-122.302","san diego","seattle","1716.382203432295"
"32.699","-117.215","49.195","-123.182","san diego","vancouver","1917.2888100659352"
"32.699","-117.215","50.056","-97.032","san diego","winnipeg","2700.2256117771526"
"32.699","-117.215","51.114","-114.02","san diego","calgary","2069.2739572138235"
"32.699","-117.215","53.667","-113.467","san diego","edmonton","2357.6616767666487"
"32.699","-117.215","55.972","37.415","san diego","moscow","14698.490384761608"
"32.733","-117.189","1.417","103.867","san diego","singapore","20967.72798831926"
"32.733","-117.189","1.641","103.669","san diego","johor bahru","20945.340003813817"
"32.733","-117.189","22.639","113.812","san diego","shenzhen","21635.924517773965"
"32.733","-117.189","29.529","-98.279","san diego","san antonio","1804.276848510282"
"32.733","-117.189","29.607","-95.159","san diego","houston","2089.696374067402"
"32.733","-117.189","30.194","-97.67","san diego","austin","1847.4174414865763"
"32.733","-117.189","30.494","-81.688","san diego","jacksonville","3329.923118755687"
"32.733","-117.189","31.849","-106.38","san diego","el paso","1015.7919670844853"
"32.733","-117.189","32.166","-110.883","san diego","tucson","593.1945795574585"
"32.733","-117.189","32.82","-97.362","san diego","fort worth","1854.553602696266"
"32.733","-117.189","32.847","-96.852","san diego","dallas","1902.2737110084306"
"32.733","-117.189","33.535","-112.383","san diego","phoenix","458.291113160856"
"32.733","-117.189","33.942","-118.408","san diego","los angeles","176.27134554289609"
"32.733","-117.189","35.042","-89.977","san diego","memphis","2558.2035673079336"
"32.733","-117.189","36.08","-115.152","san diego","las vegas","418.0911095086379"
"32.733","-117.189","36.124","-86.678","san diego","nashville","2878.661068191081"
"32.733","-117.189","36.776","-119.718","san diego","fresno","507.9800904197222"
"32.733","-117.189","37.362","-121.929","san diego","san jose","679.3240132307545"
"32.733","-117.189","37.619","-122.375","san diego","san francisco","728.3164613390773"
"32.733","-117.189","38.852","-77.037","san diego","washington","3816.768005261937"
"32.733","-117.189","39.175","-76.668","san diego","baltimore","3857.242277380542"
"32.733","-117.189","39.717","-86.294","san diego","indianapolis","2992.2994122035484"
"32.733","-117.189","39.858","-104.667","san diego","denver","1414.021415459399"
"32.733","-117.189","39.872","-75.241","san diego","philadelphia","4003.1169817602663"
"32.733","-117.189","39.998","-82.892","san diego","columbus","3308.1285291151644"
"32.733","-117.189","40.64","-73.779","san diego","new york","4154.468710785126"
"32.733","-117.189","41.786","-87.752","san diego","chicago","2931.635427210916"
"32.733","-117.189","42.364","-71.005","san diego","boston","4450.59691566714"
"32.733","-117.189","42.409","-83.01","san diego","detroit","3373.1282732932063"
"32.733","-117.189","42.947","-87.896","san diego","milwaukee","2965.9818756242676"
"32.733","-117.189","43.173","-79.935","san diego","hamilton","3672.8395396116794"
"32.733","-117.189","43.862","-79.37","san diego","toronto","3747.609318303864"
"32.733","-117.189","45.323","-75.669","san diego","ottawa","4128.192362756084"
"32.733","-117.189","45.517","-73.417","san diego","montreal","4333.970055562562"
"32.733","-117.189","45.589","-122.597","san diego","portland","1516.319919087344"
"32.733","-117.189","46.788","-71.398","san diego","quebec","4559.284663669963"
"32.733","-117.189","47.53","-122.302","san diego","seattle","1713.3771680310708"
"32.733","-117.189","49.195","-123.182","san diego","vancouver","1914.3211645711815"
"32.733","-117.189","51.114","-114.02","san diego","calgary","2065.1662900987235"
"32.733","-117.189","53.667","-113.467","san diego","edmonton","2353.542473747455"
"32.82","-97.362","29.529","-98.279","fort worth","san antonio","375.82512700347206"
"32.82","-97.362","29.607","-95.159","fort worth","houston","412.31941815051465"
"32.82","-97.362","30.194","-97.67","fort worth","austin","293.3999639834654"
"32.82","-97.362","31.849","-106.38","fort worth","el paso","849.5672155779993"
"32.82","-97.362","32.166","-110.883","fort worth","tucson","1265.5487619319267"
"32.82","-97.362","32.699","-117.215","fort worth","san diego","1855.194749021249"
"32.82","-97.362","32.847","-96.852","fort worth","dallas","47.75096357649497"
"32.82","-97.362","33.535","-112.383","fort worth","phoenix","1405.873662133248"
"32.82","-97.362","33.942","-118.408","fort worth","los angeles","1970.5778135294577"
"32.82","-97.362","35.042","-89.977","fort worth","memphis","732.9786484512108"
"32.82","-97.362","35.214","-80.943","fort worth","charlotte","1557.1791243842977"
"32.82","-97.362","35.393","-97.601","fort worth","oklahoma city","286.9622402868165"
"32.82","-97.362","35.765","140.386","fort worth","tokyo","22218.563962691413"
"32.82","-97.362","36.08","-115.152","fort worth","las vegas","1701.4311207634046"
"32.82","-97.362","36.124","-86.678","fort worth","nashville","1063.8037901453822"
"32.82","-97.362","36.776","-119.718","fort worth","fresno","2134.8436386390026"
"32.82","-97.362","37.362","-121.929","fort worth","san jose","2350.536145550067"
"32.82","-97.362","37.619","-122.375","fort worth","san francisco","2397.4535057440585"
"32.82","-97.362","38.228","-85.664","fort worth","louisville","1247.584921689022"
"32.82","-97.362","39.717","-86.294","fort worth","indianapolis","1287.5372631756006"
"32.82","-97.362","39.858","-104.667","fort worth","denver","1038.4353848529001"
"32.82","-97.362","39.872","-75.241","fort worth","philadelphia","2210.800677477128"
"32.82","-97.362","39.998","-82.892","fort worth","columbus","1570.1181583970829"
"32.82","-97.362","40.64","-73.779","fort worth","new york","2369.0295448625907"
"32.82","-97.362","41.786","-87.752","fort worth","chicago","1341.740948399273"
"32.82","-97.362","42.364","-71.005","fort worth","boston","2681.799418571221"
"32.82","-97.362","42.409","-83.01","fort worth","detroit","1713.2892774089846"
"32.82","-97.362","42.947","-87.896","fort worth","milwaukee","1431.9001636222786"
"32.82","-97.362","43.173","-79.935","fort worth","hamilton","1994.2411258166032"
"32.82","-97.362","43.862","-79.37","fort worth","toronto","2081.8223419224646"
"32.82","-97.362","45.517","-73.417","fort worth","montreal","2645.6782968836737"
"32.82","-97.362","45.589","-122.597","fort worth","portland","2752.49831757611"
"32.82","-97.362","46.788","-71.398","fort worth","quebec","2880.709844259202"
"32.82","-97.362","47.53","-122.302","fort worth","seattle","2847.1768047768455"
"32.82","-97.362","49.195","-123.182","fort worth","vancouver","3022.6365948422385"
"32.82","-97.362","51.114","-114.02","fort worth","calgary","2561.3632412551024"
"32.847","-96.852","25.793","-80.291","dallas","miami","1734.5221813979056"
"32.847","-96.852","29.529","-98.279","dallas","san antonio","392.27310946896523"
"32.847","-96.852","29.607","-95.159","dallas","houston","393.441740002097"
"32.847","-96.852","30.194","-97.67","dallas","austin","304.723609541521"
"32.847","-96.852","30.494","-81.688","dallas","jacksonville","1440.5139921012876"
"32.847","-96.852","31.849","-106.38","dallas","el paso","896.9555485736315"
"32.847","-96.852","32.166","-110.883","dallas","tucson","1312.9011522132007"
"32.847","-96.852","32.699","-117.215","dallas","san diego","1902.2952151847971"
"32.847","-96.852","32.82","-97.362","dallas","fort worth","47.73650533299819"
"32.847","-96.852","33.535","-112.383","dallas","phoenix","1452.8547233386116"
"32.847","-96.852","33.942","-118.408","dallas","los angeles","2017.346410772246"
"32.847","-96.852","34.785","135.438","dallas","osaka","21700.60442233794"
"32.847","-96.852","35.042","-89.977","dallas","memphis","687.0440229561463"
"32.847","-96.852","35.214","-80.943","dallas","charlotte","1509.2748252292133"
"32.847","-96.852","35.393","-97.601","dallas","oklahoma city","291.6082524540183"
"32.847","-96.852","36.08","-115.152","dallas","las vegas","1746.8942641665224"
"32.847","-96.852","36.776","-119.718","dallas","fresno","2180.2599660057413"
"32.847","-96.852","37.362","-121.929","dallas","san jose","2395.7743208265124"
"32.847","-96.852","37.619","-122.375","dallas","san francisco","2442.576231251717"
"32.847","-96.852","38.228","-85.664","dallas","louisville","1204.2781769636806"
"32.847","-96.852","38.852","-77.037","dallas","washington","1967.7749343239896"
"32.847","-96.852","39.175","-76.668","dallas","baltimore","2012.5077957886967"
"32.847","-96.852","39.717","-86.294","dallas","indianapolis","1247.5013795518776"
"32.847","-96.852","39.858","-104.667","dallas","denver","1068.0200812664962"
"32.847","-96.852","39.872","-75.241","dallas","philadelphia","2164.6508931441317"
"32.847","-96.852","39.998","-82.892","dallas","columbus","1527.3665195652409"
"32.847","-96.852","40.64","-73.779","dallas","new york","2323.035545263628"
"32.847","-96.852","40.977","28.821","dallas","istanbul","11774.583992772921"
"32.847","-96.852","41.786","-87.752","dallas","chicago","1307.8733447740328"
"32.847","-96.852","42.364","-71.005","dallas","boston","2636.2214539615293"
"32.847","-96.852","42.409","-83.01","dallas","detroit","1674.0359489077405"
"32.847","-96.852","42.947","-87.896","dallas","milwaukee","1400.401092691672"
"32.847","-96.852","43.173","-79.935","dallas","hamilton","1953.3649129418793"
"32.847","-96.852","43.862","-79.37","dallas","toronto","2041.329418315256"
"32.847","-96.852","45.323","-75.669","dallas","ottawa","2416.6277644722036"
"32.847","-96.852","45.517","-73.417","dallas","montreal","2603.312767461105"
"32.847","-96.852","45.589","-122.597","dallas","portland","2791.278964593684"
"32.847","-96.852","46.788","-71.398","dallas","quebec","2838.442946557796"
"32.847","-96.852","47.53","-122.302","dallas","seattle","2884.018715726756"
"32.847","-96.852","49.195","-123.182","dallas","vancouver","3058.4251514601983"
"32.847","-96.852","50.056","-97.032","dallas","winnipeg","1913.5425896914514"
"32.847","-96.852","51.114","-114.02","dallas","calgary","2587.942712584014"
"32.847","-96.852","53.667","-113.467","dallas","edmonton","2787.1371459454476"
"33.434","-112.008","25.069","121.552","phoenix","taipei","21692.688808132374"
"33.434","-112.008","29.529","-98.279","phoenix","san antonio","1345.9158955983223"
"33.434","-112.008","29.607","-95.159","phoenix","houston","1620.3420735312682"
"33.434","-112.008","30.194","-97.67","phoenix","austin","1378.3776966747196"
"33.434","-112.008","30.494","-81.688","phoenix","jacksonville","2832.4121389637176"
"33.434","-112.008","31.849","-106.38","phoenix","el paso","551.1741365912635"
"33.434","-112.008","32.166","-110.883","phoenix","tucson","175.4297527694441"
"33.434","-112.008","32.699","-117.215","phoenix","san diego","490.03607889896733"
"33.434","-112.008","32.82","-97.362","phoenix","fort worth","1360.760385476791"
"33.434","-112.008","32.847","-96.852","phoenix","dallas","1407.8848636500845"
"33.434","-112.008","33.942","-118.408","phoenix","los angeles","596.5555089685412"
"33.434","-112.008","35.042","-89.977","phoenix","memphis","2052.1268396970045"
"33.434","-112.008","35.214","-80.943","phoenix","charlotte","2889.4019170556626"
"33.434","-112.008","35.393","-97.601","phoenix","oklahoma city","1354.4981570175844"
"33.434","-112.008","35.765","140.386","phoenix","tokyo","23421.83787969659"
"33.434","-112.008","36.08","-115.152","phoenix","las vegas","414.3329086142331"
"33.434","-112.008","36.124","-86.678","phoenix","nashville","2369.401733353823"
"33.434","-112.008","36.776","-119.718","phoenix","fresno","806.1826639863746"
"33.434","-112.008","37.619","-122.375","phoenix","san francisco","1068.6196369737304"
"33.434","-112.008","38.228","-85.664","phoenix","louisville","2501.981309818002"
"33.434","-112.008","38.852","-77.037","phoenix","washington","3300.5099275186544"
"33.434","-112.008","39.175","-76.668","phoenix","baltimore","3340.8570417455794"
"33.434","-112.008","39.717","-86.294","phoenix","indianapolis","2486.2479656263695"
"33.434","-112.008","39.858","-104.667","phoenix","denver","987.0294775101368"
"33.434","-112.008","39.872","-75.241","phoenix","philadelphia","3486.010740671828"
"33.434","-112.008","39.998","-82.892","phoenix","columbus","2798.6067476911626"
"33.434","-112.008","40.64","-73.779","phoenix","new york","3636.745251309031"
"33.434","-112.008","41.786","-87.752","phoenix","chicago","2434.8414007433375"
"33.434","-112.008","42.364","-71.005","phoenix","boston","3932.2194680376474"
"33.434","-112.008","42.409","-83.01","phoenix","detroit","2869.901633985209"
"33.434","-112.008","42.947","-87.896","phoenix","milwaukee","2474.8553497991516"
"33.434","-112.008","43.173","-79.935","phoenix","hamilton","3167.033553863368"
"33.434","-112.008","43.862","-79.37","phoenix","toronto","3242.9470448604648"
"33.434","-112.008","45.323","-75.669","phoenix","ottawa","3621.8701687825583"
"33.434","-112.008","45.517","-73.417","phoenix","montreal","3824.7095826105533"
"33.434","-112.008","45.589","-122.597","phoenix","portland","1670.947440039294"
"33.434","-112.008","46.788","-71.398","phoenix","quebec","4050.3081990318847"
"33.434","-112.008","47.53","-122.302","phoenix","seattle","1835.4741942327607"
"33.434","-112.008","49.195","-123.182","phoenix","vancouver","2036.2302433577654"
"33.434","-112.008","51.114","-114.02","phoenix","calgary","1974.6849093927738"
"33.434","-112.008","53.667","-113.467","phoenix","edmonton","2253.7772531655987"
"33.535","-112.383","23.184","113.266","phoenix","guangzhou","20945.900765263043"
"33.535","-112.383","29.529","-98.279","phoenix","san antonio","1381.032287162157"
"33.535","-112.383","29.607","-95.159","phoenix","houston","1655.0718172638283"
